Instance,WS10M_RANGE_Actual,WS10M_RANGE_Predicted
918,2.42,1.7185566682203808
919,3.44,2.44284828666543
920,3.55,2.5209069885048625
921,4.48,3.1810779192779197
922,8.06,5.7227466301569665
923,4.17,2.961191745837213
924,4.28,3.039037941912116
925,2.18,1.548118176963976
926,5.259999999999999,3.734877070954823
927,4.29,3.046209357258893
928,2.41,1.7114231184965831
929,2.87,2.0379283470859706
930,5.889999999999999,4.182047189855746
931,4.65,3.3018212049031277
932,3.57,2.5351324850542563
933,3.8900000000000006,2.76204124344646
934,3.25,2.307849826044818
935,4.71,3.344303221465024
936,3.63,2.5778117534520906
937,6.06,4.303003827940492
938,4.02,2.8546378127042598
939,3.8299999999999996,2.7195961945540463
940,2.07,1.469979413769348
941,3.53,2.5067535968252552
942,5.049999999999999,3.585844203739272
943,4.18,2.968190811544379
944,2.97,2.1091372943988573
945,2.86,2.0309569750005276
946,5.929999999999999,4.211000474691873
947,4.0,2.8404668217620266
948,4.789999999999999,3.401288152899654
949,4.31,3.06038561906999
950,3.26,2.3150616210110457
951,4.749999999999999,3.3726615140810163
952,3.67,2.605960828263042
953,8.17,5.801123206225665
954,3.28,2.3291752108898347
955,4.83,3.429747844780924
956,5.159999999999999,3.6637700166183835
957,3.08,2.1870229290484926
958,3.95,2.804964659280882
959,5.659999999999999,4.018880492895704
960,4.09,2.9042007342023566
961,5.049999999999999,3.5857195796294197
962,3.74,2.6557204072067226
963,2.98,2.116067537165478
964,4.17,2.9610755727451115
965,3.19,2.265238237227906
966,4.5,3.195303905494903
967,1.36,0.9657514090152732
968,4.26,3.0247759130994574
969,4.41,3.1316891280978454
970,3.24,2.300733565747141
971,3.94,2.797793790995875
972,4.49,3.188159581746286
973,3.27,2.3221451891552305
974,3.48,2.471195575060312
975,6.86,4.870856566847831
976,4.33,3.0748172184886897
977,4.26,3.025158119640984
978,3.3,2.3433607644286982
979,3.95,2.8050467778021697
980,4.19,2.9752486852280904
981,4.91,3.486514079139732
982,3.63,2.57775140118456
983,3.63,2.5776005425797126
984,4.63,3.287875441800797
985,5.2,3.692287739488955
986,3.52,2.499620320269044
987,4.26,3.0250132606606286
988,3.64,2.584680801409636
989,5.7,4.0473688645948585
990,4.5,3.195337064612654
991,3.9900000000000007,2.8331732520603525
992,5.259999999999999,3.734738751095913
993,4.8999999999999995,3.479326354343094
994,4.07,2.8901902649008
995,3.34,2.37182003371769
996,4.91,3.4863372356664253
997,4.36,3.095750256696602
998,3.41,2.4214246602539067
999,3.18,2.2581835783304562
1000,4.57,3.245262914499069
1001,3.29,2.3361922083345967
1002,4.71,3.344315162451702
1003,4.48,3.1810366950551647
1004,4.1,2.911569083951295
1005,3.74,2.65580508782049
1006,4.07,2.8901548502828676
1007,3.68,2.6133412817350985
1008,4.699999999999999,3.3372342285328545
1009,4.21,2.989473110093682
1010,3.9800000000000004,2.826247837808862
1011,3.45,2.4500103966697746
1012,2.99,2.1232958561607744
1013,4.41,3.1314160805660194
1014,3.79,2.691266827747059
1015,3.51,2.4924534857002008
1016,3.66,2.5989516713861454
1017,4.39,3.1172143124817575
1018,3.72,2.6416381842244077
1019,2.77,1.9670266055730536
1020,3.36,2.385789590566136
1021,4.68,3.3230884056948
1022,2.71,1.924504717847937
1023,2.4,1.7043527389282926
1024,5.73,4.0685753504146165
1025,4.02,2.8545979771912364
1026,4.05,2.875748014094298
1027,5.39,3.827082232288943
1028,2.6,1.846351857935777
1029,4.82,3.422485907180917
1030,5.91,4.1964800985171955
1031,2.33,1.6546310415889809
1032,4.8999999999999995,3.4792545101966517
1033,2.46,1.7469887501603658
1034,4.06,2.8829935931378725
1035,3.08,2.187144369136993
1036,2.9,2.0593516204421567
1037,1.9,1.3493380780116118
1038,2.56,1.8179060219235226
1039,1.92,1.3634304426818262
1040,3.38,2.400305882730741
1041,3.6,2.556311189116143
1042,3.97,2.8190618447771096
1043,3.19,2.2653151946557877
1044,4.49,3.1882760584874053
1045,2.95,2.0949050984989372
1046,3.57,2.5350869006410153
1047,4.38,3.1102221258434692
1048,3.63,2.5776961816430637
1049,5.459999999999999,3.876671638097463
1050,2.62,1.860570373363398
1051,3.42,2.428663766328759
1052,3.55,2.520879146234935
1053,4.36,3.096021589251566
1054,4.18,2.968342331803627
1055,2.93,2.0807375664126253
1056,4.42,3.1384392383492186
1057,4.779999999999999,3.3941349441546254
1058,2.75,1.9528019126671545
1059,2.35,1.6687381905483054
1060,5.0,3.5503781235521408
1061,4.02,2.85470225508356
1062,3.07,2.180110372975574
1063,3.69,2.6204461036321796
1064,3.86,2.7409171504672054
1065,2.83,2.0096720081421546
1066,4.51,3.2024260046823954
1067,3.58,2.542079123338777
1068,3.45,2.449831349685482
1069,3.46,2.456951524992265
1070,3.95,2.804831973785144
1071,2.92,2.0735930784689978
1072,4.23,3.003866182734624
1073,2.89,2.0522148278044114
1074,3.8900000000000006,2.7623715851858877
1075,5.73,4.068639269599138
1076,2.89,2.0522478212908792
1077,5.419999999999999,3.8485040875583105
1078,5.739999999999999,4.075751855140204
1079,4.11,2.918642599969609
1080,5.309999999999999,3.7703356278124684
1081,2.96,2.1018552733919376
1082,5.809999999999999,4.125421455595922
1083,4.8,3.4084768008632738
1084,4.959999999999999,3.521831965708743
1085,5.18,3.678059034569075
1086,4.52,3.2094745361308346
1087,3.9900000000000007,2.833229078737687
1088,3.39,2.407409880238633
1089,2.64,1.8746871591549825
1090,2.25,1.5978086534395428
1091,4.58,3.252160912996322
1092,3.65,2.592013898156048
1093,1.79,1.2711217881757242
1094,3.64,2.5848747294178844
1095,5.44,3.8626597943827434
1096,3.95,2.8050098902971117
1097,4.3,3.05327281591777
1098,3.19,2.2652304528724474
1099,3.08,2.1873013374920816
1100,3.04,2.158776134625312
1101,1.93,1.3705534954921705
1102,4.11,2.9184073702532904
1103,3.69,2.6203337837998197
1104,3.03,2.151788161309571
1105,2.49,1.7681973233126327
1106,2.93,2.0805642697112963
1107,3.8199999999999994,2.7125487378893323
1108,5.79,4.111303024541485
1109,2.43,1.7256252702504165
1110,4.47,3.1740607755065855
1111,4.91,3.4864117584977357
1112,4.46,3.1669119835533883
1113,3.54,2.513688131752527
1114,5.719999999999999,4.0614410800238065
1115,3.29,2.3361215499978454
1116,3.57,2.5352194881692642
1117,4.63,3.287679113071991
1118,5.169999999999999,3.670969553866898
1119,4.699999999999999,3.33744204307891
1120,3.9,2.769159323463458
1121,3.3,2.343440850006753
1122,3.8,2.6984048973525163
1123,4.22,2.9964152784522775
1124,4.51,3.2024499996088966
1125,2.84,2.016886634867089
1126,4.95,3.515019592843159
1127,3.95,2.804741543614813
1128,3.6,2.55618874100899
1129,4.09,2.90434500509798
1130,4.01,2.847481193613642
1131,4.62,3.280479026027912
1132,5.139999999999999,3.649685687225393
1133,4.9799999999999995,3.5360009113750466
1134,2.06,1.4629032513275233
1135,3.35,2.3790104048233602
1136,5.77,4.096807349817314
1137,3.33,2.364687774714315
1138,2.68,1.9031792882322136
1139,4.46,3.166992679527344
1140,5.09,3.6141561485187848
1141,3.96,2.811900086660163
1142,3.67,2.6062443616016555
1143,4.699999999999999,3.337245289006544
1144,2.64,1.8746959171908826
1145,4.64,3.2946685390931214
1146,3.9199999999999995,2.783527368963416
1147,3.75,2.662862115677551
1148,3.43,2.435761501630185
1149,3.48,2.471129763799159
1150,3.37,2.393035894996255
1151,5.829999999999999,4.139535314469638
1152,4.929999999999999,3.500717088208447
1153,4.66,3.3088855853341173
1154,4.32,3.067443953271533
1155,4.35,3.0889498971294285
1156,3.49,2.4783927319384587
1157,2.43,1.7255921238871172
1158,4.57,3.245074350625024
1159,3.53,2.506747151720065
1160,4.55,3.2307075881017697
1161,3.28,2.329033028777775
1162,4.24,3.0105923380624575
1163,5.309999999999999,3.7703133868541054
1164,3.9199999999999995,2.7837743815623996
1165,5.069999999999999,3.6000020701678386
1166,4.3,3.053242082349902
1167,4.48,3.181114959801925
1168,3.16,2.24391986475983
1169,2.96,2.1019264788568743
1170,4.46,3.16702107525453
1171,2.76,1.959954127562347
1172,3.94,2.797765297919736
1173,3.79,2.6912583533855035
1174,4.55,3.230795535520424
1175,5.219999999999999,3.7065968030621095
1176,4.06,2.8831227893400864
1177,3.78,2.684227057818007
1178,3.33,2.364806450389874
1179,5.1899999999999995,3.6852911861094793
1180,4.54,3.223603542815785
1181,3.8,2.6984384622764774
1182,3.41,2.421526082109095
1183,3.44,2.4427671457184585
1184,4.56,3.2379459631072867
1185,1.92,1.3634806206681152
1186,4.82,3.42250318732041
1187,6.38,4.530159248126503
1188,4.43,3.145664477347896
1189,3.76,2.6700277329323865
1190,5.77,4.097005271428412
1191,3.25,2.3078752272913885
1192,5.59,3.969602210305369
1193,4.0,2.8402421077400684
1194,3.27,2.321980774302994
1195,3.73,2.6485107751384693
1196,6.16,4.373851034565828
1197,3.85,2.7338085323268153
1198,4.749999999999999,3.3728505635125714
1199,4.46,3.16693262885953
1200,2.75,1.9528365211606549
1201,4.06,2.8830343672706378
1202,4.52,3.209657627000648
1203,4.59,3.2591789730071996
1204,4.59,3.2591906670415276
1205,3.27,2.3221780509890713
1206,4.6,3.266386570357256
1207,4.32,3.067440857235245
1208,3.9900000000000007,2.833464519198378
1209,4.929999999999999,3.5006083204023186
1210,4.07,2.8901067295995464
1211,2.82,2.0024758115963732
1212,4.62,3.2805032181926626
1213,4.0,2.840460941560962
1214,4.23,3.003716448843498
1215,4.74,3.3658875205624663
1216,4.83,3.429764608046245
1217,4.759999999999999,3.3798723871672167
1218,4.13,2.932779289521078
1219,3.62,2.570661333909045
1220,3.6,2.556483639067189
1221,2.88,2.0451111616722564
1222,4.89,3.4722845673359175
1223,4.03,2.861663742764466
1224,6.499999999999999,4.615113032379301
1225,4.25,3.017758700760071
1226,2.73,1.938584116646207
1227,5.21,3.6995235545069325
1228,5.129999999999999,3.642521018875261
1229,3.14,2.2298644877933675
1230,5.47,3.8839428526403768
1231,6.08,4.317230448463638
1232,3.38,2.40030148461885
1233,3.58,2.5423032944067216
1234,4.27,3.0319204759571448
1235,3.12,2.215556176217935
1236,3.16,2.243880887813896
1237,4.29,3.046139953169377
1238,4.01,2.847359223511985
1239,5.449999999999999,3.869832693582121
1240,5.1,3.6215349627001645
1241,3.74,2.655867674179467
1242,3.41,2.4214978707476646
1243,4.01,2.8472325426397056
1244,3.76,2.6700708158161506
1245,4.15,2.94684966694805
1246,3.8900000000000006,2.7621322536403077
1247,4.5,3.195643859319184
1248,5.259999999999999,3.734896675979192
1249,4.23,3.0039183305860977
1250,3.67,2.605935821023289
1251,3.55,2.520979380177026
1252,2.86,2.0308082833634415
1253,4.81,3.415578272264621
1254,3.85,2.7337659712514624
1255,3.9,2.769426451312555
1256,3.37,2.3930763359536553
1257,1.72,1.2214323308592683
1258,4.879999999999999,3.4650075251934225
1259,4.57,3.245126070206268
1260,2.85,2.0239096961270615
1261,3.07,2.180142766569202
1262,3.94,2.797879904025699
1263,3.9199999999999995,2.7837226681755887
1264,3.96,2.8120499401594268
1265,5.1899999999999995,3.685051223220443
1266,2.89,2.052160444017127
1267,5.23,3.713547855292181
1268,3.2,2.272391046543606
1269,2.36,1.6758515748565956
1270,3.66,2.598968051116185
1271,4.04,2.8686921694449903
1272,2.62,1.8604142851046055
1273,3.73,2.648797116895501
1274,3.21,2.279424160007625
1275,5.259999999999999,3.7348953569990786
1276,3.13,2.222615163787661
1277,4.48,3.1812139182467423
1278,2.88,2.0451373630392533
1279,3.73,2.6488288756261458
1280,4.34,3.0819190377839525
1281,5.249999999999999,3.727817076825174
1282,7.169999999999999,5.090976387841584
1283,4.47,3.174159894115313
1284,4.0,2.840272643391131
1285,3.17,2.2510653673368166
1286,4.45,3.1598349372168397
1287,5.71,4.054318205399306
1288,4.91,3.486485028110945
1289,4.09,2.9041912528085922
1290,3.81,2.7053965715009047
1291,5.279999999999999,3.7492139650573937
1292,3.14,2.229743867815354
1293,4.83,3.4296731222497367
1294,3.58,2.5421679333954725
1295,4.42,3.138619767280682
1296,2.27,1.6119530693761797
1297,3.27,2.3221247151312507
1298,3.9299999999999997,2.7904985947087457
1299,3.6,2.5562359339842775
1300,4.42,3.138620682092377
1301,5.259999999999999,3.7347756183604117
1302,4.26,3.0249662037084692
1303,5.429999999999999,3.8557082200444444
1304,3.57,2.5351209801696553
1305,4.27,3.0320034447907473
1306,3.46,2.4570752847256667
1307,5.67,4.0258097484703095
1308,4.869999999999999,3.458023020639035
1309,4.03,2.861653396510131
1310,1.88,1.3350544144800807
1311,5.18,3.678040776669809
1312,3.72,2.641661639183471
1313,3.07,2.180078689913558
1314,3.33,2.3647264824735683
1315,3.55,2.5209701651210144
1316,2.94,2.0877325239764937
1317,4.16,2.9541523229474076
1318,5.47,3.8839233465001954
1319,3.63,2.5775999080263667
1320,4.29,3.0462232224267516
1321,4.1,2.9112589855766076
1322,5.429999999999999,3.8556165417173376
1323,3.85,2.733938327311782
1324,2.3,1.6333158825407887
1325,4.21,2.9893641836181737
1326,4.779999999999999,3.394233626889068
1327,3.67,2.605964875751621
1328,4.769999999999999,3.3869896113115208
1329,2.18,1.54814258204278
1330,4.09,2.9043408597675793
1331,5.079999999999999,3.607137468754247
1332,4.01,2.847371805231384
1333,3.11,2.208475799066428
1334,3.65,2.591907321217816
1335,3.34,2.37171429366736
1336,5.949999999999999,4.224719835482721
1337,3.67,2.6060446918475066
1338,5.799999999999999,4.118159011597571
1339,3.77,2.6772501114893084
1340,5.01,3.5572940654576235
1341,5.339999999999999,3.791964166258595
1342,3.84,2.7268204321279885
1343,4.3,3.0535511819119487
1344,2.54,1.8036983563877726
1345,3.73,2.64860980633784
1346,2.05,1.4556858206304186
1347,4.08,2.8969437815995382
1348,5.049999999999999,3.5858271586303245
1349,4.12,2.9255003128823045
1350,3.8800000000000003,2.7553922089062706
1351,3.13,2.2227003286928655
1352,3.8299999999999996,2.71966813187268
1353,1.52,1.0793363247000376
1354,2.9,2.0593897044315823
1355,3.31,2.350546889297076
1356,5.129999999999999,3.64240625950287
1357,4.62,3.280640220748179
1358,4.4,3.12425027061542
1359,4.25,3.0180331820689976
1360,7.929999999999999,5.6305704002546575
1361,5.339999999999999,3.7919628771248366
1362,3.9900000000000007,2.8333598049073787
1363,4.23,3.0036229610739826
1364,3.74,2.655568512908135
1365,5.09,3.6141613021096766
1366,2.77,1.9670668262888404
1367,3.23,2.293693054872939
1368,4.749999999999999,3.3727088443331223
1369,5.169999999999999,3.671017535549041
1370,3.74,2.655859991364498
1371,4.1,2.9114479943004987
1372,2.85,2.0238091763398938
1373,3.13,2.222600140032133
1374,3.5,2.485235479081676
1375,3.12,2.2155907254313116
1376,3.44,2.4428633229893952
1377,3.31,2.350445008574788
1378,4.38,3.1103431945312465
1379,4.53,3.2166476440157807
1380,2.97,2.1090977396554966
1381,4.71,3.344373250460807
1382,3.79,2.6913118621062613
1383,4.08,2.8972472994193406
1384,2.69,1.910293594926867
1385,4.91,3.486405670495848
1386,4.25,3.0179921019953926
1387,3.57,2.534876805896788
1388,4.03,2.8616841691795236
1389,4.27,3.0321103226783186
1390,2.52,1.7895545417892227
1391,3.35,2.378845481707351
1392,3.43,2.43563308161159
1393,3.0,2.130425483293982
1394,2.99,2.1233471081405306
1395,3.9199999999999995,2.7836569563155633
1396,3.71,2.6344506194614428
1397,4.08,2.8970721695877
1398,6.029999999999999,4.281627746599798
1399,8.05,5.7155000000000005
1400,2.61,1.8534247133554154
1401,4.52,3.209478819395771
1402,4.989999999999999,3.543180394123137
1403,3.41,2.42151783549415
1404,5.069999999999999,3.5998404928740064
1405,2.69,1.910213971556377
1406,5.32,3.7777047772434895
1407,3.79,2.691424717345952
1408,4.36,3.0958586093538982
1409,3.25,2.307987618457526
1410,4.1,2.911366573202446
1411,3.42,2.4285735232302494
1412,2.46,1.7469280337344701
1413,3.9900000000000007,2.8333180577383694
1414,5.82,4.132437233319845
1415,5.58,3.961990621685292
1416,4.789999999999999,3.401127182607646
1417,3.19,2.2653105925878005
1418,3.46,2.456826146662831
1419,3.87,2.7479634079939372
1420,3.32,2.357542398619953
1421,3.36,2.386000254169592
1422,5.449999999999999,3.869799306937783
1423,3.01,2.1373720975306507
1424,2.84,2.0166168999081218
1425,4.63,3.2875545134698876
1426,4.46,3.1667069263890024
1427,3.9800000000000004,2.8262154475055508
1428,4.94,3.5077767853145647
1429,4.21,2.989347757043708
1430,3.58,2.5422883577030357
1431,4.71,3.344526979765533
1432,3.27,2.321939214462803
1433,3.0,2.130324817929507
1434,3.29,2.3363500668134534
1435,3.52,2.4997176803801815
1436,3.68,2.6130459927986345
1437,5.339999999999999,3.791561305759431
1438,3.91,2.776397609425448
1439,2.45,1.7397835153253483
1440,4.92,3.4937174953232093
1441,4.6,3.266500262866143
1442,3.8800000000000003,2.7550935626647264
1443,2.77,1.967062642729512
1444,3.13,2.2226562468291413
1445,3.76,2.669959176226335
1446,4.08,2.8972521613065587
1447,3.42,2.4285423689218493
1448,3.8900000000000006,2.762378017997676
1449,2.84,2.016804701714724
1450,4.95,3.514977173596101
1451,3.38,2.400098367070306
1452,3.65,2.5916873510448957
1453,2.62,1.8603604592099996
1454,3.09,2.1943310904538347
1455,3.53,2.5066172909778914
1456,3.43,2.4355717767878446
1457,5.459999999999999,3.87688905579423
1458,5.03,3.571611287760653
1459,4.64,3.29469977639064
1460,3.96,2.8119240637115306
1461,4.28,3.039017269728964
1462,2.96,2.1020106344858847
1463,3.43,2.4354917355014334
1464,4.41,3.131418246046096
1465,3.67,2.606058499842732
1466,6.19,4.395000838346797
1467,3.39,2.4073850026192
1468,4.24,3.0106415866214142
1469,4.13,2.932619896804753
1470,5.3,3.7633941880905772
1471,4.74,3.365732244590108
1472,3.32,2.357549832198504
1473,4.07,2.8901855090984427
1474,3.78,2.684327777815402
1475,4.28,3.039166015100833
1476,3.13,2.222642566082999
1477,4.21,2.9894248814453177
1478,4.13,2.9328476155560734
1479,4.24,3.0107377314439434
1480,3.09,2.1942832997365618
1481,2.85,2.023834952358325
1482,5.369999999999999,3.8129776457797018
1483,2.87,2.03803094802572
1484,5.44,3.8628319995832707
1485,2.0,1.4202870752114867
1486,2.72,1.9315948823143207
1487,4.89,3.472333688417999
1488,4.5,3.1955205528913364
1489,4.53,3.2166279605530157
1490,4.56,3.2378550260995618
1491,4.59,3.2591015652486783
1492,4.86,3.4508841450895393
1493,4.21,2.989603022568464
1494,4.12,2.9256553972781365
1495,4.19,2.9754713289098604
1496,3.85,2.733866981742989
1497,3.54,2.513862139756103
1498,5.33,3.7847136670817707
1499,3.05,2.1657880117473187
1500,4.699999999999999,3.3373530141219554
1501,2.38,1.690097442139627
1502,4.1,2.911503355996236
1503,4.18,2.9681822565243805
1504,2.5,1.7753307113526837
1505,3.29,2.336289297415317
1506,3.36,2.3858334689944494
1507,4.29,3.0461001841738184
1508,4.63,3.287576938721396
1509,4.21,2.9894230317225685
1510,5.369999999999999,3.812951088882403
1511,4.789999999999999,3.401195021077279
1512,2.53,1.7966354694290803
1513,5.12,3.635443230991578
1514,4.8999999999999995,3.4793315079151155
1515,3.8299999999999996,2.719619104693271
1516,5.59,3.9692699772028135
1517,5.99,4.253224573954078
1518,3.9199999999999995,2.7835892619945337
1519,3.9299999999999997,2.790707336599777
1520,4.83,3.4295566766706567
1521,4.95,3.5148285543308164
1522,2.37,1.6830244322464871
1523,5.219999999999999,3.7064191065083105
1524,3.23,2.2938155198816603
1525,2.09,1.4842275280470831
1526,6.35,4.508714103666732
1527,4.59,3.259108444563474
1528,3.91,2.776381448806707
1529,2.36,1.6758527679589044
1530,3.8800000000000003,2.755122959291451
1531,4.18,2.968012983168535
1532,4.32,3.067553799722133
1533,3.34,2.3718447914867684
1534,3.5,2.4853420125303725
1535,3.43,2.4357956082175907
1536,3.25,2.30794848458766
1537,4.839999999999999,3.436894914132469
1538,4.53,3.2165709096820594
1539,3.96,2.8119708055521766
1540,3.81,2.7054774148250784
1541,3.9800000000000004,2.8263135409074507
1542,2.19,1.5551791181713632
1543,3.7,2.6274166649978437
1544,4.09,2.9042184379063674
1545,4.25,3.017956156795301
1546,4.02,2.854557415079125
1547,3.43,2.43564816760297
1548,3.39,2.4073132401426776
1549,4.9799999999999995,3.5360748349450755
1550,4.04,2.8687260712361593
1551,3.23,2.29374332713804
1552,2.72,1.9314919784748232
1553,3.94,2.7978945621553297
1554,2.83,2.0096537067526445
1555,3.47,2.4638880866352078
1556,1.74,1.235565444716336
1557,3.5,2.48543586133738
1558,3.8199999999999994,2.712692749791009
1559,4.9799999999999995,3.5360554779113724
1560,3.49,2.4781491709997026
1561,2.06,1.4628894205254714
1562,4.65,3.3017535321330502
1563,3.9299999999999997,2.790712798472287
1564,4.53,3.2164617249217584
1565,3.58,2.5420464229937423
1566,5.4799999999999995,3.891109048212757
1567,4.25,3.01786208632712
1568,4.13,2.9325291494259944
1569,2.76,1.9599873905385317
1570,4.66,3.309051666494528
1571,2.47,1.7540551734005954
1572,3.35,2.378781426168845
1573,3.57,2.5349551273739657
1574,4.45,3.159830923364974
1575,4.86,3.450807670657947
1576,3.59,2.549293895969658
1577,6.87,4.8780723921372795
1578,4.23,3.003846060124923
1579,4.89,3.472275124125362
1580,4.699999999999999,3.337335167960298
1581,3.7,2.6274009215764935
1582,3.37,2.3931978022658833
1583,3.75,2.6630487135806034
1584,4.959999999999999,3.5218300950244843
1585,2.03,1.4415641880103203
1586,3.8199999999999994,2.7127115088878933
1587,3.31,2.350443081968936
1588,4.83,3.429828230644643
1589,2.7,1.9173179749606706
1590,4.14,2.9398858294986026
1591,3.75,2.662915631673331
1592,5.139999999999999,3.6495758413641934
1593,4.42,3.1383788348884005
1594,4.35,3.0890241637200457
1595,4.6,3.266184387771172
1596,3.25,2.3078766854620145
1597,3.31,2.3506040001151876
1598,4.33,3.0748440011023996
1599,4.31,3.0604422713492263
1600,3.8900000000000006,2.7622126413802333
1601,4.55,3.2307796721418165
1602,4.63,3.2876828030695213
1603,4.02,2.8545057075650018
1604,4.91,3.4864979448718927
1605,3.57,2.5351280585592284
1606,3.91,2.7764575771470974
1607,3.34,2.371771465928218
1608,3.3,2.343239797129997
1609,2.09,1.484200549552528
1610,3.02,2.1446114028784966
1611,3.53,2.5067525939827893
1612,4.44,3.1526108769351895
1613,3.46,2.456920148363071
1614,3.94,2.7976492303187284
1615,2.78,1.9741763464933697
1616,2.95,2.0948483987375623
1617,3.55,2.5208197183151455
1618,5.349999999999999,3.7987671529709592
1619,5.039999999999999,3.5786977583576176
1620,4.41,3.131384533247013
1621,4.49,3.1882110898698235
1622,6.16,4.373700836711621
1623,5.71,4.054372819508881
1624,4.699999999999999,3.3375035107337974
1625,4.67,3.315995910580526
1626,3.15,2.236886806017785
1627,3.96,2.8120860938242718
1628,3.25,2.3079773978916425
1629,4.92,3.4936722291653584
1630,2.72,1.9315905228663457
1631,3.21,2.2795523176810892
1632,4.59,3.25919443163081
1633,4.07,2.890159237552935
1634,4.35,3.0888383842554563
1635,4.51,3.2023995320482097
1636,3.94,2.7976365012317794
1637,3.05,2.165792581510284
1638,5.129999999999999,3.642566388418437
1639,3.53,2.5066014840114104
1640,4.01,2.847276969689717
1641,4.33,3.0745717479796615
1642,3.71,2.634385033251061
1643,3.38,2.400246603181797
1644,5.5,3.9053699254720557
1645,4.67,3.3159746316233467
1646,4.35,3.088802035379109
1647,3.69,2.620267613884182
1648,5.569999999999999,3.9548515694343394
1649,4.43,3.1457480389538173
1650,4.09,2.904343693720078
1651,3.74,2.6558461542631377
1652,6.52,4.62937028940253
1653,3.97,2.8190158175625646
1654,3.06,2.1728965722883915
1655,3.37,2.3930234629192113
1656,4.49,3.188273289581117
1657,3.7,2.627366270998382
1658,3.9299999999999997,2.7906695711362217
1659,4.9799999999999995,3.5360122669177403
1660,3.68,2.613233209478982
1661,3.16,2.2438987136667525
1662,3.23,2.293641117948432
1663,2.38,1.6901407560094677
1664,4.879999999999999,3.465144766072987
1665,3.41,2.4215168788063277
1666,3.15,2.2369655768853387
1667,4.94,3.507639689561034
1668,3.67,2.6061824767602064
1669,5.24,3.720765253789373
1670,2.93,2.0806814135091685
1671,3.39,2.407275513397594
1672,3.12,2.215567959408407
1673,4.15,2.9467670715068213
1674,3.57,2.5350359995340916
1675,6.179999999999999,4.387943191127018
1676,3.19,2.2653223771744146
1677,3.08,2.1871591264805064
1678,2.92,2.0735364454089558
1679,4.07,2.8901292387025177
1680,4.8,3.4082002296561598
1681,3.19,2.265195069637597
1682,5.38,3.8202076499440594
1683,3.7,2.627447881588981
1684,3.55,2.5209963791963417
1685,4.55,3.23100410687044
1686,3.64,2.5846969192130906
1687,3.64,2.5848608955091184
1688,2.99,2.1232209601269405
1689,5.339999999999999,3.7916648726009905
1690,3.64,2.5848340243394676
1691,3.9900000000000007,2.8334938572152586
1692,3.65,2.59189127306472
1693,3.19,2.265218921529329
1694,2.67,1.8960475672926291
1695,5.549999999999999,3.940882466916487
1696,3.78,2.6841014250312907
1697,2.81,1.9954241868196438
1698,2.19,1.5551511069896875
1699,3.59,2.5492928384917493
1700,5.24,3.720653034041121
1701,2.94,2.0877352695758518
1702,4.94,3.5077123321383796
1703,4.52,3.2095882829073807
1704,5.27,3.7419596393066152
1705,2.63,1.86769236325267
1706,3.94,2.7977402226329757
1707,3.24,2.3008160619802256
1708,3.37,2.392990047815726
1709,3.45,2.4496861683066364
1710,5.259999999999999,3.73507019348423
1711,3.58,2.5421739506189054
1712,3.97,2.8190312081626754
1713,4.8999999999999995,3.4794068652806485
1714,5.56,3.947734991972645
1715,5.23,3.7134625201375213
1716,3.44,2.442796673332993
1717,4.08,2.8971109622995725
1718,4.04,2.8686208372485553
1719,5.049999999999999,3.585913478824223
1720,4.969999999999999,3.5289255461632463
1721,3.37,2.39316918367732
1722,4.26,3.0249329202941357
1723,3.26,2.3151046970190623
1724,3.4,2.4143407812834083
1725,3.46,2.4570605003685424
1726,2.94,2.0877655804825896
1727,4.44,3.1527750832877137
1728,3.04,2.158815685199265
1729,5.12,3.6357149069980648
1730,2.15,1.5267242227003242
1731,3.38,2.40013244496779
1732,3.52,2.4995802629384705
1733,3.22,2.286547343455749
1734,2.86,2.0308819757359915
1735,3.21,2.2795384350475554
1736,5.629999999999999,3.9976418259342603
1737,3.53,2.506739276486423
1738,4.71,3.3442901345327676
1739,4.43,3.145661338973008
1740,2.77,1.9670885789206776
1741,4.23,3.0038259206292004
1742,4.929999999999999,3.5008164846007213
1743,3.09,2.194242567526552
1744,2.51,1.7824082040313636
1745,2.86,2.0309760280075353
1746,2.84,2.0167410524282143
1747,3.81,2.7054150391130296
1748,3.6,2.556530042667467
1749,4.54,3.2239034188276037
1750,4.699999999999999,3.337395482289253
1751,2.71,1.9245163155980232
1752,5.01,3.557423145491153
1753,4.39,3.117393752855762
1754,5.349999999999999,3.7988864152280817
1755,5.18,3.678051952347685
1756,2.28,1.6190703754431295
1757,3.25,2.3079415133315107
1758,5.079999999999999,3.607164260086961
1759,3.95,2.8046963434277066
1760,5.0,3.5503568752834775
1761,5.639999999999999,4.004519868887684
1762,3.85,2.7339085103944094
1763,4.3,3.05342695683795
1764,5.3,3.763214188359472
1765,3.13,2.2226845845591003
1766,4.73,3.358629457976358
1767,4.51,3.202538798219371
1768,4.23,3.0037328677079715
1769,4.82,3.422704657678799
1770,2.87,2.038044856090267
1771,4.74,3.365900484792452
1772,2.04,1.448653003360265
1773,4.03,2.861596295650258
1774,3.51,2.492550395748609
1775,2.84,2.016752490195228
1776,3.46,2.45686430270908
1777,3.53,2.5065966711578818
1778,2.97,2.109117363192313
1779,3.26,2.3150122719519537
1780,4.28,3.039335841733214
1781,3.12,2.2156120631850156
1782,3.75,2.662978440947254
1783,4.43,3.145570235483145
