Instance,T2M_Actual,T2M_Predicted
712,18.41,13.19067519770805
713,8.39,6.012011868808926
714,22.46,16.095219934726614
715,23.89,17.118067009927245
716,21.82,15.628129251051064
717,20.89,14.972625946852808
718,6.56,4.70174315388463
719,16.48,11.802866303184521
720,19.29,13.825328792941924
721,21.3,15.265089731100769
722,21.44,15.36630000851606
723,22.01,15.772084677358258
724,16.16,11.578580365064552
725,7.180000000000001,5.146035348858753
726,21.94,15.721867220374719
727,19.31,13.832631851132042
728,21.07,15.10191300242465
729,19.67,14.095828924187991
730,15.280000000000001,10.946040651348875
731,20.35,14.57932502482366
732,15.34,10.991017132841096
733,14.119999999999997,10.116302594537638
734,22.42,16.067775679922367
735,20.65,14.799880102375141
736,18.18,13.028622796348776
737,8.8,6.306757905873533
738,10.01,7.1735437463200675
739,14.940000000000001,10.705094101475858
740,22.1,15.837442550867394
741,19.38,13.885676030552345
742,16.86,12.082468564427602
743,19.44,13.933752602886296
744,22.75,16.296935907899954
745,24.26,17.37924861060801
746,8.09,5.796979662633964
747,21.2,15.192790167626352
748,9.36,6.707721499724465
749,5.47,3.9196791400801296
750,22.61,16.197961036593902
751,13.22,9.47228215260021
752,4.49,3.218598035237827
753,23.47,16.80888992086505
754,7.779999999999999,5.575121870085576
755,25.009999999999998,17.9079906229636
756,20.17,14.452370999445883
757,21.76,15.589786257911896
758,18.71,13.408569208138417
759,17.39,12.458377208865238
760,9.51,6.81538552014514
761,22.35,16.014170090684683
762,20.58,14.743711865756381
763,16.88,12.096110899238974
764,13.970000000000002,10.008089034355732
765,19.76,14.152868483878917
766,16.38,11.738114574206032
767,13.22,9.470826006887817
768,19.3,13.828712611408804
769,23.49,16.83023476497462
770,21.39,15.329228121665917
771,17.22,12.343044470126145
772,12.480000000000002,8.941530425533164
773,5.34,3.827575968801367
774,17.43,12.48574371799124
775,7.789999999999999,5.5835279066140115
776,13.69,9.813152470865193
777,20.16,14.45170711447131
778,19.54,14.005210794809575
779,10.04,7.1945578979229365
780,19.3,13.831589531683145
781,19.28,13.817302835799975
782,11.71,8.39177762896433
783,8.61,6.1693747244899395
784,19.47,13.953673573030319
785,14.360000000000001,10.289110239262047
786,22.57,16.16828297621059
787,18.96,13.588080995016746
788,17.01,12.181341376810654
789,18.47,13.235061904652898
790,20.15,14.43247061121572
791,9.98,7.152914089857205
792,16.0,11.465526922862605
793,23.92,17.134509197182684
794,8.8,6.30817028830721
795,21.98,15.7505891767837
796,11.86,8.499268896012909
797,12.23,8.764077834724418
798,13.21,9.465332878577064
799,18.86,13.515743057402743
800,19.07,13.666805619693731
801,10.0,7.165769677169885
802,16.65,11.933454588792497
803,18.58,13.31399230609845
804,16.73,11.987389686898593
805,24.66,17.668376919985732
806,14.15,10.139193924927703
807,14.47,10.365775533384905
808,20.36,14.591989108196941
809,20.56,14.736856900586902
810,21.39,15.331462490863284
811,22.61,16.20357396598976
812,21.36,15.298482679064982
813,21.64,15.510159052731524
814,7.470000000000001,5.354280111541722
815,20.6,14.765138431255746
816,15.43,11.05562693827034
817,20.89,14.96808647396249
818,13.04,9.342417890431685
819,17.68,12.670771267110181
820,22.27,15.95522643035978
821,15.470000000000002,11.088268415751953
822,22.46,16.09442559548644
823,22.74,16.289979734637512
824,17.21,12.335916737571438
825,27.0,19.340736123701674
826,20.4,14.61987964903471
827,19.25,13.79575639360118
828,21.0,15.046674088756024
829,21.84,15.646596613820371
830,9.48,6.792975093754355
831,17.02,12.196832736919573
832,14.6,10.462463340303128
833,21.08,15.101446341104984
834,7.029999999999999,5.038216936186637
835,21.28,15.251457812945846
836,20.7,14.83583005385004
837,17.43,12.487488178729892
838,21.74,15.573739137944525
839,12.96,9.284550219457412
840,18.93,13.565784880033538
841,24.37,17.45927019510774
842,13.430000000000001,9.620935259224785
843,21.36,15.301044787089088
844,20.17,14.454235384308623
845,22.55,16.156451150991455
846,16.1,11.536938208468298
847,24.74,17.724813853240086
848,15.91,11.398302884844396
849,14.82,10.62174542600153
850,21.39,15.329304467311086
851,16.76,12.012905006128511
852,19.92,14.272440025633195
853,21.37,15.315283256944106
854,24.960000000000004,17.87559360720383
855,12.44,8.911039905826744
856,19.92,14.264171969062234
857,12.16,8.714286012584747
858,20.32,14.564145605735124
859,20.75,14.867610541112422
860,10.86,7.781947534199291
861,6.889999999999999,4.93820429398856
862,16.76,12.008848308285133
863,21.91,15.701440173990058
864,13.68,9.804183788324345
865,20.03,14.356546643697472
866,23.68,16.968685065549813
867,21.72,15.566539056079128
868,13.03,9.337886979234124
869,19.6,14.047507284124265
870,12.76,9.143954491843683
871,16.53,11.846748083152768
872,12.819999999999999,9.18559468215437
873,23.96,17.160275086533648
874,13.12,9.401564874401428
875,15.77,11.296859821198069
876,17.32,12.412337332414465
877,16.42,11.762878917485807
878,10.05,7.202151562966986
879,19.1,13.689501926492392
880,17.44,12.49853771866376
881,20.69,14.828730236834485
882,11.18,8.013256210179392
883,7.460000000000001,5.345716991267761
884,9.12,6.536008791641054
885,21.03,15.067502016888067
886,12.38,8.870805945996977
887,22.01,15.775299925826499
888,24.66,17.663989494404298
889,20.71,14.83559812055571
890,18.08,12.959059541698315
891,12.78,9.15832409991166
892,21.1,15.12030487439013
893,21.8,15.614801086698934
894,16.64,11.920326462183375
895,14.53,10.41099067804107
896,8.92,6.391949197434725
897,12.08,8.65279045829831
898,10.45,7.487976162466734
899,19.61,14.053206705614022
900,20.33,14.571797779452943
901,21.55,15.439134953202911
902,21.24,15.21618302277967
903,21.45,15.371359729663247
904,14.560000000000002,10.434255324258528
905,16.72,11.982597428259746
906,26.02,18.63457547650233
907,12.0,8.59950171186723
908,11.53,8.2624688512406
909,20.46,14.666429527093925
910,11.24,8.054877014073648
911,23.07,16.533711801316205
912,11.33,8.119102016386842
913,21.37,15.308696275417232
914,22.43,16.07321892864617
915,13.34,9.558294480220535
916,17.49,12.535526182460657
917,8.64,6.1925792186750765
918,12.58,9.016432034406492
919,7.280000000000001,5.217333529813225
920,17.68,12.669830251845438
921,23.06,16.525042370726542
922,18.98,13.59386771701779
923,12.29,8.806343299086238
924,25.23,18.070015579983902
925,13.85,9.92538323787796
926,16.04,11.491819141305411
927,11.9,8.52575537348766
928,8.07,5.78376883006561
929,18.11,12.972501233137228
930,23.79,17.038814702998316
931,20.87,14.955810527702502
932,8.52,6.10572338942889
933,23.82,17.060163506257776
934,17.5,12.542315849499065
935,18.69,13.386246750203929
936,12.609999999999998,9.036368654188484
937,15.78,11.309134310995049
938,16.69,11.959179503388828
939,22.13,15.85925646565465
940,13.47,9.652621130922727
941,19.43,13.924787618744997
942,21.73,15.56694724723666
943,9.79,7.013536608013999
944,11.18,8.012936059237477
945,16.74,11.997901178636736
946,10.58,7.581200540509365
947,9.94,7.123135218955522
948,14.77,10.579165897579456
949,22.15,15.872850917247714
950,9.07,6.499953604734804
951,20.34,14.567945840228305
952,22.21,15.91673465029735
953,20.65,14.789357045785648
954,19.11,13.695427778657773
955,11.05,7.917042218185344
956,19.12,13.692705267895034
957,22.72,16.281556698612594
958,16.08,11.522241716357065
959,20.85,14.928479118767905
960,21.34,15.294149407684003
961,22.14,15.867972366839574
962,20.59,14.75084383397055
963,21.45,15.372239166299654
964,21.17,15.171028715200716
965,19.78,14.177996503071416
966,22.81,16.34452146112764
967,18.67,13.384150624376016
968,20.11,14.405389846305651
969,8.52,6.105427842195223
970,20.48,14.679877757885546
971,13.49,9.66508652006941
