Instance,WS10M_RANGE_Actual,WS10M_RANGE_Predicted
327,2.93,2.081058039627138
328,4.07,2.8900166419266182
329,5.429999999999999,3.856426280772952
330,3.8199999999999994,2.713027525861443
331,4.01,2.8476313255819083
332,5.159999999999999,3.6645108201039798
333,3.19,2.265689256716095
334,4.749999999999999,3.3732417890871114
335,4.68,3.323457114254702
336,3.37,2.3932976286319856
337,4.28,3.0391234409966916
338,3.05,2.16572433340209
339,4.25,3.0185011048827257
340,3.5,2.4852715064572632
341,4.14,2.9398863274957345
342,3.03,2.1518691150544007
343,4.02,2.854843320899506
344,4.1,2.911827207454649
345,4.58,3.2524622920266246
346,4.3,3.0540558505801205
347,3.64,2.5846580967783197
348,3.6,2.5565250886436925
349,3.39,2.4076328230238255
350,3.67,2.6061741476262386
351,4.47,3.1741043375010043
352,3.39,2.407219799824027
353,3.01,2.137369003877257
354,2.99,2.1232558167779167
355,3.8299999999999996,2.719493258261597
356,3.44,2.443150997210161
357,3.11,2.2089072041823345
358,4.14,2.940385440857666
359,4.03,2.862215384238245
360,4.3,3.053452738393493
361,5.549999999999999,3.941432193399803
362,3.4,2.4144402719036426
363,2.31,1.6406605661696771
364,4.07,2.89068661755148
365,4.04,2.8694631569215954
366,4.49,3.189002494617532
367,4.52,3.210269197392859
368,3.32,2.3574238696475294
369,4.58,3.2523532124475234
370,3.59,2.5492809883222205
371,5.5,3.90571397123794
372,4.39,3.117920590481034
373,4.36,3.0965849610629848
374,5.059999999999999,3.593390229550607
375,5.419999999999999,3.8490810790119627
376,6.08,4.3177392184881445
377,3.84,2.7273230316608705
378,3.74,2.656225308308501
379,5.33,3.78464629716064
380,3.38,2.4005368937062603
381,4.33,3.0747504558464853
382,2.86,2.0309099707522145
383,4.8,3.4084203808729745
384,4.24,3.011158108278515
385,4.11,2.9189518477818037
386,4.47,3.174691029999773
387,3.15,2.2372946606670907
388,3.29,2.3364504211009636
389,2.76,1.9602539515783164
390,3.9900000000000007,2.833924429279514
391,4.57,3.245598263955957
392,4.83,3.4300922103976137
393,5.87,4.1685554895961845
394,4.48,3.181773116637544
395,4.64,3.294818316921727
396,4.54,3.2240945848987432
397,3.9800000000000004,2.826326809104214
398,3.69,2.620481111323107
399,4.06,2.8835466216857304
400,3.35,2.379151772487912
401,3.41,2.4219163701376054
402,3.96,2.8124467820042494
403,4.06,2.883598537865898
404,4.08,2.8970428243215425
405,3.9199999999999995,2.7836127676673956
406,4.02,2.854776754918078
407,3.52,2.4998067190884057
408,6.48,4.601431180853999
409,2.66,1.8888419798764031
410,4.03,2.861503591352149
411,3.74,2.6563773523645446
412,3.13,2.223083156197905
413,3.6,2.5565345853892514
414,3.62,2.57106488504592
415,3.53,2.506592491404193
416,1.9400000000000002,1.3779086684605537
417,4.23,3.0036222177115564
418,5.429999999999999,3.8563132269484663
419,4.6,3.2661071408683933
420,1.35,0.9588486561958225
421,2.93,2.0809758662478575
422,4.04,2.868849048614324
423,4.86,3.4512958916908882
424,2.87,2.0382828741374066
425,3.65,2.591972108777547
426,4.67,3.316628160343055
427,2.77,1.967142981005003
428,2.63,1.8679341995786392
429,3.59,2.5493164800066777
430,4.04,2.8693358257565893
431,5.459999999999999,3.8778009451622406
432,3.32,2.3578259126531234
433,3.04,2.1586821537701537
434,3.63,2.577809651334584
435,4.23,3.0039470441367837
436,3.11,2.2089556864320063
437,2.87,2.0384465190259036
438,5.09,3.6151325183685143
439,3.46,2.4574431406054615
440,4.95,3.515434728476962
441,3.9,2.7694595514230285
442,4.01,2.847975717461209
443,3.9900000000000007,2.833198495977976
444,3.8800000000000003,2.7551524903225046
445,2.5,1.7751456743205165
446,2.57,1.8252866760183195
447,3.41,2.4219309087089673
448,2.38,1.6902806881714112
449,3.64,2.585473226885934
450,3.63,2.5777083431934993
451,4.48,3.181760973579148
452,2.57,1.8250249368522329
453,5.15,3.6576761228826014
454,3.9,2.769876654360464
455,4.52,3.209606368293629
456,4.54,3.224222297517154
457,3.04,2.1590767619276727
458,3.1,2.201330123353804
459,2.85,2.024180177171935
460,3.78,2.6847979624582963
461,3.95,2.804879462199534
462,3.9800000000000004,2.826092994244224
463,2.3,1.6335945901149682
464,3.28,2.329438565518254
465,5.38,3.8204671926961793
466,4.16,2.954769635117794
467,3.32,2.3581323483678203
468,4.3,3.0533218126801387
469,4.839999999999999,3.437440594797436
470,6.75,4.793551305098363
471,5.79,4.112237887571213
472,5.159999999999999,3.6639921916469733
473,6.17,4.381527031477358
474,3.61,2.563921463639017
475,3.81,2.705438988123316
476,2.68,1.9031459602425245
477,4.63,3.2884615125639787
478,2.06,1.462933947154197
479,4.8999999999999995,3.4797132492011262
480,5.549999999999999,3.9416544566239677
481,3.68,2.613701956468668
482,5.659999999999999,4.019438076230339
483,2.81,1.9956723222981956
484,3.55,2.52117935791259
485,4.59,3.2592132627703165
486,3.54,2.513898722528893
487,3.1,2.2013526663592176
488,2.94,2.088063134655326
489,4.86,3.4514738675155225
490,3.28,2.329552609739331
491,2.7,1.9175414359551959
492,3.02,2.1448277462409684
493,4.66,3.3096618581815975
494,3.11,2.208501866402452
495,4.58,3.252236721613686
496,3.7,2.6279053307315285
497,3.59,2.5492310647585947
498,2.24,1.5907853831140613
499,4.15,2.9471505329367336
500,2.97,2.1092581889366824
501,4.52,3.2097381447589792
502,4.01,2.847495185596115
503,3.04,2.1591602367431135
504,4.91,3.4871270709312743
505,5.019999999999999,3.5647501087948252
506,3.42,2.428482775032844
507,3.16,2.244102171773887
508,3.48,2.4715280411079403
509,3.86,2.741159477316523
510,3.59,2.549634083800262
511,5.47,3.884411268005172
512,3.38,2.4006792902985468
513,3.23,2.293904151853981
514,4.14,2.940106670481362
515,3.51,2.492597103005462
516,2.64,1.8747964698926263
517,4.52,3.209752457259615
518,3.8299999999999996,2.7199611020046177
519,5.27,3.7428582948936215
520,4.15,2.9473310519229448
521,3.53,2.5069010148627333
522,3.61,2.5635736930762714
523,3.9900000000000007,2.8338261529124162
524,2.96,2.102049169508201
525,3.34,2.3721323097455462
526,4.23,3.004216245525425
527,4.24,3.01114500759675
528,5.859999999999999,4.1615661405586355
529,3.19,2.2653571448622647
530,3.39,2.4075441255381107
531,2.94,2.08809905034433
532,3.62,2.5706290769572675
533,3.42,2.4287077109591437
534,3.57,2.535238802016631
535,5.73,4.069294313739808
536,4.52,3.2102214155053845
537,5.079999999999999,3.6080198935414116
538,4.16,2.954165229605945
539,2.85,2.0239797884206276
540,3.9900000000000007,2.833405717066538
541,3.53,2.5065784370631388
542,3.07,2.180414542192225
543,4.08,2.8977577906613208
544,4.37,3.103618239837494
545,4.02,2.85503446386231
546,3.47,2.464535424543178
547,5.169999999999999,3.6716281109082027
548,4.44,3.152727259544234
549,3.28,2.3291841173256396
550,5.339999999999999,3.7926073570055547
551,4.72,3.3523000814779085
552,5.139999999999999,3.650486066601502
553,5.78,4.1044580875893475
554,3.15,2.2368435484866334
555,4.1,2.9119928148651697
556,2.73,1.9387674748481634
557,3.73,2.648830959991248
558,2.16,1.533720617110602
559,3.9900000000000007,2.833398789525577
560,5.249999999999999,3.7283633774608025
561,3.71,2.6349577840967298
562,4.879999999999999,3.4652801758745704
563,2.36,1.675974652643195
564,3.28,2.329080848918498
565,5.59,3.9699513803829074
566,3.57,2.535582518817955
567,4.41,3.1321744733812427
568,3.9199999999999995,2.783842554877907
569,4.839999999999999,3.4367529387861473
570,4.19,2.9757085554735228
571,3.54,2.5137332281580393
572,3.14,2.2299089520032793
573,3.8299999999999996,2.72009163860152
574,4.71,3.3452686875634354
575,2.95,2.0952484326093996
576,2.91,2.0666752023214254
577,3.38,2.400255341652045
578,5.38,3.82074593572194
579,3.47,2.464148307390197
580,4.41,3.1318458168572803
581,4.38,3.1107927250744005
582,5.2,3.692761428331929
583,4.25,3.0183504194850066
584,3.71,2.6347280422811323
585,2.85,2.0237811242636616
586,3.71,2.6349917572167083
587,3.48,2.471821119743351
588,4.22,2.9967824648880113
589,5.519999999999999,3.9197277528646994
590,3.27,2.3223781437470836
591,4.56,3.2383298672952705
592,4.83,3.4303278052514887
593,4.74,3.3665134009059114
594,3.08,2.1869286030699326
595,5.0,3.5507195564236853
596,2.27,1.6122860860983166
597,4.52,3.209630639241007
598,3.72,2.641508157989381
599,4.55,3.231508578677224
600,3.2,2.2727629507466363
601,4.23,3.0041713535545167
602,5.59,3.9700392538293965
603,2.89,2.0520997536679846
604,3.38,2.400397754929905
605,2.06,1.4629286640930794
606,4.789999999999999,3.4013951436769134
607,3.68,2.613546646736516
608,3.35,2.3789366728695858
609,2.74,1.9461234870785198
610,5.159999999999999,3.664661656113211
611,3.53,2.5069682322008817
612,5.129999999999999,3.6426731391455633
613,4.929999999999999,3.5013737554744058
614,3.07,2.180138238801836
615,4.42,3.138975455440656
616,3.08,2.187410142921282
617,4.82,3.4227384051403367
618,4.58,3.2523858611731464
619,3.12,2.215974607659116
620,3.1,2.201435598150572
621,3.58,2.5427805607467224
622,3.11,2.208751897851422
623,2.33,1.6548013861321882
624,4.4,3.124973628616016
625,4.53,3.217361059174701
626,3.71,2.63512368538528
627,4.91,3.4866705721140874
628,4.06,2.883579302546416
629,3.8900000000000006,2.7627599365956375
630,2.88,2.0454328182775523
631,4.11,2.9190357014073864
632,2.86,2.0313568417453363
633,3.24,2.3007810995624216
634,5.03,3.5719865253361682
635,3.9800000000000004,2.82610884654295
636,2.48,1.7614652882410657
637,3.78,2.6846781535526043
638,5.599999999999999,3.9770276702694383
639,3.8800000000000003,2.7551900978232693
640,2.75,1.9528298517578722
641,3.55,2.521043091475846
642,3.8,2.698457394855301
643,2.93,2.080775723918755
644,2.24,1.5907626943449706
645,3.52,2.500077068781139
646,3.74,2.6556755652307933
647,3.28,2.329563125694721
648,3.4,2.414919100787308
649,2.15,1.5267952789601182
650,4.05,2.8761434741341456
651,3.4,2.4148418686005146
652,3.13,2.2228880106785245
653,3.91,2.776526569345045
654,1.75,1.2428132335250786
655,3.18,2.25857258951198
656,3.8800000000000003,2.7556595376417223
657,3.57,2.5350621418137367
658,5.419999999999999,3.8495228092866554
659,4.849999999999999,3.444378266866731
660,3.61,2.563926859402714
661,3.37,2.393034053594287
662,3.8299999999999996,2.72026468408843
663,2.94,2.087785726529658
664,4.01,2.8480383841471153
665,3.91,2.776420185074962
666,4.02,2.855147198403076
667,4.15,2.9474855564344877
668,4.46,3.1673226783348674
669,4.23,3.0038307774073862
670,2.52,1.7895750360053282
671,2.95,2.094831260298249
672,3.03,2.1517521164784883
673,4.16,2.954586578260824
674,2.27,1.6120605929925251
675,2.4,1.7043010865271948
676,5.349999999999999,3.799818206691216
677,3.24,2.3007203778823895
678,3.07,2.180210531262826
679,3.5,2.4855746050592127
680,4.67,3.316632136200765
681,2.33,1.6548370061436901
682,3.71,2.634912662979055
683,4.769999999999999,3.3877099899864356
684,4.32,3.0678686361641794
685,4.91,3.487185557802394
686,3.85,2.733976071464118
687,4.24,3.0114571074375327
688,3.48,2.471368632362498
689,4.07,2.8906892986855666
690,3.47,2.4644346804784028
691,4.94,3.507895114011864
692,4.989999999999999,3.5436003911589378
693,5.889999999999999,4.182300267764689
694,3.3,2.3435501175669033
695,2.81,1.9956291392438443
696,4.73,3.358844457306189
697,4.37,3.103820235836212
698,4.39,3.1172827971078076
699,3.37,2.393478934914599
700,2.38,1.6904103804045696
701,4.4,3.1249435729315347
702,5.4,3.835335308296796
703,4.06,2.88330050486122
704,2.9,2.0597866443634874
705,4.71,3.3445230318301604
706,4.17,2.961653265773983
707,2.79,1.9815932369245097
708,3.56,2.527942624987052
709,4.03,2.8618359814011547
710,3.49,2.478452619706969
711,4.849999999999999,3.4445673305522058
712,4.01,2.8479212620655647
713,3.23,2.2935178977846054
714,5.929999999999999,4.211724841629114
715,4.42,3.139262289337449
716,5.259999999999999,3.7355173874606993
717,3.75,2.663477910012228
718,2.35,1.668710220558552
719,4.959999999999999,3.522070857653335
720,3.51,2.492915223614763
721,3.36,2.3864452909020546
722,4.08,2.897854205933062
723,3.59,2.549683586760486
724,3.97,2.8194009296684523
725,4.24,3.0107471582350662
726,3.35,2.3793020452935147
727,4.749999999999999,3.3732494392522034
728,3.03,2.152090532396904
729,3.72,2.6420279649996607
730,4.22,2.9967352966578438
731,3.9199999999999995,2.7840579270961174
732,4.4,3.1247208373332263
733,4.14,2.9400124571064468
734,5.039999999999999,3.579582966164127
735,3.67,2.6065249083295297
736,3.17,2.2514054313145504
737,2.54,1.8036835151907946
738,2.68,1.903159542788183
739,3.81,2.7056694431400246
740,4.47,3.1747977756504415
741,4.29,3.046793835752212
742,2.37,1.6831923081069262
743,3.45,2.4504021135816365
744,5.159999999999999,3.6647835966972084
745,4.63,3.2883665156670303
746,3.33,2.3645483839477377
747,3.68,2.6136542185099985
748,4.18,2.9682450861803877
749,3.21,2.2792309349606867
750,3.48,2.471497137115353
751,4.869999999999999,3.4582952135339045
752,2.96,2.1018356470706006
753,5.1,3.621867625775138
754,4.36,3.0959946992210186
755,4.53,3.21707873070386
756,4.879999999999999,3.4658461620333094
757,4.91,3.4871222381126574
758,2.83,2.009856165292821
759,4.18,2.9684487440348852
760,3.48,2.4711899670333977
761,4.31,3.061041329336329
762,4.25,3.0183701770887
763,2.8,1.988567015829488
764,4.3,3.053563303272654
765,5.18,3.6786139681790977
766,2.77,1.9672437148738846
767,3.34,2.3717498374012655
768,4.74,3.366401159335609
769,4.62,3.281266599452921
770,5.24,3.721702965017139
771,3.23,2.2941112311289618
772,3.34,2.3718497172329465
773,3.66,2.598883186077564
774,4.16,2.9542425824833285
775,3.08,2.187155605553048
776,2.57,1.8252271592366907
777,3.35,2.3794042217664955
778,3.18,2.258615149389937
779,3.67,2.606158402698555
780,2.42,1.718784392767853
781,2.74,1.9460270016420282
782,3.79,2.6914585278423115
783,4.62,3.2804222726425865
784,3.96,2.8125384651908427
785,5.129999999999999,3.643031960452451
786,3.96,2.8124826249787103
787,2.91,2.066788216965126
788,4.41,3.13147641066328
789,2.92,2.0738402254027437
790,5.859999999999999,4.161483874419811
791,3.21,2.2795085107945847
792,3.1,2.201568758477682
793,4.15,2.9473969588944104
794,3.43,2.435725613880621
795,4.42,3.1391797870747826
796,4.68,3.323393466313447
797,3.78,2.6844105424118494
798,3.58,2.542311570968218
799,3.56,2.5283984573788065
800,3.84,2.727283999452735
801,4.2,2.982476173549597
802,3.51,2.4928819026157196
803,3.22,2.2869092182002464
804,4.989999999999999,3.543707392033716
805,4.72,3.3523851177199173
806,2.14,1.5197278464195736
807,4.22,2.9966879095498204
808,3.68,2.6137848112311226
809,3.8800000000000003,2.755819277657051
810,4.879999999999999,3.465998853497577
811,4.21,2.990115735927982
812,5.15,3.6572628154208235
813,3.34,2.3722855199907817
814,3.58,2.542169972133675
815,3.56,2.528501057002074
816,3.84,2.7270544662663205
817,4.32,3.068172555717153
818,4.18,2.968237797186909
819,2.12,1.5057351009758253
820,3.5,2.4857738760011396
821,2.69,1.9105075356061936
822,4.07,2.89069775094771
823,4.5,3.1958521796930643
824,2.38,1.6903920894676538
825,5.33,3.7855798390624384
826,3.77,2.677616562630611
827,3.35,2.3792465462351626
828,3.13,2.2230392172194158
829,5.069999999999999,3.6006508861691575
830,4.31,3.0604980647325286
831,3.57,2.535456581151191
832,2.43,1.7257340477499987
833,4.94,3.5083360971000372
834,3.45,2.4497845113177763
835,2.57,1.8253325494314703
836,3.58,2.542710163056566
837,4.19,2.975660500930256
838,3.36,2.386295855024643
839,2.66,1.888916703655206
840,3.77,2.677539450773759
841,4.68,3.3238394826589435
842,5.039999999999999,3.578973111601788
843,4.42,3.139015523228175
844,3.8,2.6989181586377735
845,5.87,4.168977158520387
846,3.91,2.7768089087436274
847,4.779999999999999,3.3948856627078157
848,4.68,3.3234627091203053
849,3.06,2.1731915604909826
850,3.9800000000000004,2.8266841581017634
851,3.51,2.492922166845125
852,3.44,2.443081353811109
853,4.04,2.8693516295236754
854,5.049999999999999,3.5864253991560755
855,3.61,2.5633476854210224
856,4.02,2.854721653886555
857,4.57,3.245239904135549
858,2.19,1.5554712807773012
859,4.929999999999999,3.501339146616472
860,2.87,2.0380347702017905
861,2.01,1.4272722191847358
862,3.34,2.371997660203652
863,4.14,2.940414164237406
864,2.36,1.6760392448129895
865,2.26,1.6051736660443738
866,4.74,3.366528825220422
867,3.22,2.287040620098067
868,4.26,3.0252655451690322
869,3.68,2.6136543132767174
870,2.33,1.654662692808345
871,2.99,2.1235516564861507
872,4.66,3.309100028366614
873,4.72,3.352127587977194
874,3.97,2.8192265243524104
875,4.769999999999999,3.3872564578346758
876,2.84,2.016998812222083
877,3.5,2.485573133582138
878,3.64,2.5847703388105145
879,3.35,2.3792687070162906
880,3.23,2.294003490708484
881,1.9900000000000002,1.413368022703952
882,3.07,2.1801371539304895
883,3.96,2.8118097256719325
884,2.84,2.016770930826452
885,5.91,4.197194022295522
886,3.69,2.6203266215344834
887,3.96,2.812616944351842
888,4.39,3.117791399730209
889,4.06,2.8833493670169266
890,3.57,2.535607602116296
891,2.43,1.7257008054579879
892,3.06,2.173360248332404
893,5.279999999999999,3.749783017010284
894,5.419999999999999,3.8488624940384715
895,3.12,2.2157152474902913
896,3.33,2.364633751717973
897,4.37,3.102908196968799
898,2.75,1.9528195399600838
899,3.1,2.201702404127893
900,3.07,2.1804735684311756
901,4.39,3.1177919132544085
902,4.969999999999999,3.5296333412477128
903,4.55,3.231581575003689
904,3.39,2.4075148049357993
905,1.62,1.1505669127461855
906,4.21,2.9899172722975322
907,3.95,2.8050648299177645
908,4.41,3.131712445524384
909,3.36,2.3864949187936695
910,4.82,3.4226979139126064
911,3.78,2.6847175501646614
912,4.28,3.039324833794728
913,3.95,2.8053230552371837
914,4.25,3.0184965545104396
915,4.9799999999999995,3.536427602814274
916,1.34,0.9517029567066038
