Instance,MSE
1120,65.98358078232131
1121,173.66822160561162
1122,20.42262680865961
1123,25.52525576470406
1124,156.92957406677078
1125,122.96848577378891
1126,59.00296128770176
1127,73.14556336103598
1128,145.49483010842025
1129,211.78019491908694
1130,102.22101158965137
1131,188.49263699274647
1132,55.48177633329496
1133,18.14992077688497
1134,34.311497617735434
1135,30.861248790446556
1136,27.693767247451888
1137,96.3355644732142
1138,60.855237952436454
1139,153.3159108156479
1140,16.517107478887848
1141,144.5261879422503
1142,168.37281048485627
1143,76.28621000632747
1144,162.5050305313113
1145,50.937121725517166
1146,197.64289496425116
1147,78.76107094260384
1148,36.89825159671448
1149,190.55917245413124
1150,147.17939146715614
1151,37.71460092337497
1152,12.5554586484788
1153,48.27729261886557
1154,175.2096660714833
1155,6.673571296659509
1156,94.73138990628831
1157,49.86806702347625
1158,108.00446564860464
1159,14.717671937281517
1160,50.70301249499514
1161,219.6893873863627
1162,61.03891545957708
1163,30.999020578978897
1164,31.847390933664588
1165,25.37635144396788
1166,136.4121327875103
1167,26.90602860474039
1168,191.6131028217977
1169,141.34922457780578
1170,40.00111611932402
1171,202.11261165390917
1172,38.346204786419435
1173,218.11981700781203
1174,116.00752529699226
1175,81.04006900385515
1176,51.251982047712964
1177,147.73760719621205
1178,31.69394422120884
1179,10.335308533366927
1180,31.224994498565227
1181,73.95766727978682
1182,26.842145593989716
1183,45.84762392429593
1184,74.17587303318187
1185,156.51189361155866
1186,20.50412513303988
1187,211.22534612558832
1188,63.70989696928903
1189,63.22305521926632
1190,20.826223779237534
1191,215.06270462033225
1192,81.55574566457246
1193,157.9280575502128
1194,195.82254763210665
1195,57.14448229329876
1196,29.157559291718503
1197,166.31453131725522
1198,182.6504839790251
1199,158.92408196254914
1200,60.71693048858048
1201,102.70130263809217
1202,211.57220163732097
1203,107.74721378217264
1204,176.98718819571522
1205,25.40944882929014
1206,45.31515598495668
1207,26.95513508392088
1208,105.3853798382698
1209,36.13907173371799
1210,24.99224764662846
1211,62.03740293817528
1212,37.38433043271448
1213,52.14657494912055
1214,42.705943870058064
1215,28.819140872401636
1216,38.79532363552962
1217,85.56075335952114
1218,51.962816395989485
1219,40.719330985803445
1220,78.82230712177893
1221,122.2136896617095
1222,210.91064467432616
1223,227.64381604434652
1224,27.5314309691562
1225,165.62926607167128
1226,220.72447359783106
1227,48.524432369375894
1228,70.56292076096514
1229,83.22351624609117
1230,23.73342361930611
1231,28.086672694070955
1232,45.03466338822761
1233,23.529918139800785
1234,154.7745306179062
1235,200.0571734178667
1236,198.86142500974995
1237,40.57030369604475
1238,60.55907289480778
1239,132.962465432176
1240,22.51571293773129
1241,40.6478931618553
1242,60.53713255580038
1243,124.3555713599983
1244,22.050853794757177
1245,212.92287700767722
1246,109.22157284086381
1247,38.54823965635232
1248,24.37175791632723
1249,24.767936930557088
1250,91.45673559668116
1251,118.241011790059
1252,202.6789749974715
1253,220.74914705912894
1254,200.09443237252398
1255,223.29964523047337
1256,35.89257760975394
1257,192.5012517482054
1258,49.43452325628537
1259,50.949736178651584
1260,91.86057558940821
1261,89.83036149066515
1262,125.637787578083
1263,18.093223306126585
1264,147.14341820988463
1265,56.317083576828935
1266,63.602911939693264
1267,15.859114653220443
1268,77.88389828728116
1269,104.18433686343296
1270,33.5568900658105
1271,159.41732808693735
1272,216.38364540729356
1273,47.082271109208534
1274,52.33196443094192
1275,33.939514515410075
1276,213.44870926421456
1277,154.50167291609486
1278,207.55624061267977
1279,130.03188348710117
1280,116.8855373090942
1281,141.5498572404783
1282,38.10017612534196
1283,111.96326454671292
1284,197.12199023981498
1285,51.7499960536095
1286,57.715188453320685
1287,21.507760130160307
1288,209.27459904648993
1289,40.97447784582544
1290,190.13113197640087
1291,50.40186226210269
1292,168.7888406372559
1293,53.14090556502225
1294,107.3383440983978
1295,202.51558796118286
1296,91.5050750024003
1297,101.32294604718027
1298,107.91641095739878
1299,127.7740831274986
1300,13.325228776610743
1301,22.12592510572271
1302,180.9045785918806
1303,17.947254351136788
1304,46.38477421528501
1305,146.40762813323707
1306,35.84638827375915
1307,32.51953023663313
1308,160.86979520087854
1309,41.00100017190248
1310,117.23913393923941
1311,156.27817039291256
1312,123.89848891296664
1313,87.8477401162723
1314,39.671768394180695
1315,28.94678109013422
1316,117.27143906756403
1317,50.86723202049864
1318,38.133217705653834
1319,149.9926069811752
1320,21.45271139095229
1321,97.3189175705567
1322,14.828590563800892
1323,26.423350963084335
1324,93.80711514330757
1325,106.84204080548142
1326,224.93878791895943
1327,164.669339506894
1328,97.4903524189695
1329,72.32322103798762
1330,64.29718669605802
1331,21.65697250908809
1332,229.4073476603064
1333,231.15708113207916
1334,163.99721498733842
1335,164.81633724691298
1336,23.053192201106814
1337,202.001664652365
1338,23.25196223771438
1339,23.813084487308004
1340,43.903653499950735
1341,30.408527607324583
1342,152.14322486947214
1343,47.481578572882626
1344,74.97151120610555
1345,102.97134312196503
1346,98.9359578563379
1347,96.47805230799968
1348,58.25155729835888
1349,99.43310926723485
1350,22.562273463022205
1351,65.04463712076834
1352,155.0384345984323
1353,196.31491893395025
1354,211.77983876998294
1355,154.19222963972024
1356,96.49150408212974
1357,40.7730048395708
1358,59.134076497512034
1359,49.09027011892056
1360,26.920322965023
1361,37.118831474776506
1362,39.79658717996096
