Instance,MAE
1,3.6937305952819948
2,4.65757956748002
3,9.181755145899563
4,7.491388362437417
5,9.346785104721844
6,8.844377839455202
7,7.7472060443049875
8,4.317133643044024
9,10.665419026404075
10,7.82260460311574
11,4.512670465998511
12,9.814436114976365
13,9.007510911712115
14,8.355859847475452
15,9.234424218178868
16,5.4453528853892434
17,5.343209860850976
18,3.780384841979244
19,9.185643004554946
20,10.020527569789815
21,4.533975550421482
22,9.925774740647837
23,5.696146471841313
24,9.110793027239682
25,9.876520589312527
26,9.82388105856595
27,7.385975147451918
28,7.342201179686533
29,9.527638552450682
30,9.005694403847558
31,10.219838835910926
32,6.42045930572818
33,5.152599637081786
34,7.700572634072067
35,9.507077834831513
36,3.605074600458654
37,10.173295708803172
38,10.111628299830786
39,4.318113067685663
40,9.09503387223677
41,4.153115801627471
42,4.081864216930934
43,4.829332439922001
44,9.15447932597413
45,6.86696114676526
46,9.695457018643589
47,7.666449111643975
48,5.613551602874405
49,10.495233929722668
50,10.307173372629064
51,10.233914181265526
52,4.034331792964994
53,9.005548855551572
54,6.898582126265752
55,8.556122720469018
56,6.265684730055682
57,6.366616705154715
58,10.120799306539439
59,7.156427531725474
60,5.032764383714315
61,7.841531236545099
62,4.526557511026138
63,5.509133861031292
64,4.994015850974847
65,5.146905491075571
66,10.015832873153082
67,10.142005969883519
68,3.706147133579717
69,9.750113011566564
70,4.714024547049886
71,4.889632673162473
72,3.9109402871201184
73,4.713347570268303
74,5.96508364938435
75,10.307776640804546
76,10.247849026492805
77,5.818255439134643
78,9.387576411070318
79,4.193743876981773
80,4.55299655746335
81,3.551009292494905
82,4.994758940477552
83,4.814363265083416
84,6.327905716160202
85,10.342979066997408
86,4.721910209820867
87,10.34601664617654
88,4.469030255939039
89,8.3654732253367
90,9.953196732634217
91,4.230497463944006
92,3.722249750993497
93,8.818273178009884
94,8.692958087575514
95,9.394716908343039
96,10.373233156570416
97,10.40853421060322
98,7.783387156796796
99,6.474596809986715
100,5.199619947958001
101,9.923924333119674
102,5.250441858078843
103,3.3047709520645117
104,4.686025382715115
105,6.363883110283878
106,9.923341839786383
107,7.407227638302353
108,9.193783076733292
109,10.02120895240189
110,9.478086483468488
111,9.977202883418002
112,8.232516358457467
113,9.075936717111306
114,9.331179183613985
115,9.966357015986654
116,5.400407629924968
117,8.156294233683958
118,9.098249705817702
119,5.344767383532759
120,8.779871679257239
121,10.305402062602962
122,10.176094174850345
123,9.467369955301285
124,4.344573709267814
125,8.160193901288858
126,3.9591052067573096
127,3.2174485177003294
128,10.071756446450223
129,5.722647564815872
130,9.138403959264418
131,3.97906709908581
132,9.61870165321016
133,4.756546118212948
134,6.182721929361004
135,9.837546512842591
136,9.163376340920154
137,9.969994927170243
138,4.356689894233933
139,3.6701550751110616
140,3.8968639142961803
141,7.008073468510294
142,9.065695008259837
143,5.320198088320533
144,8.01637725010032
145,5.236434103940556
146,5.146168114115437
147,3.391994860399207
148,8.213256129149725
149,3.4396612140834755
150,3.6359429047514205
151,10.533634931731289
152,6.210089567099312
153,3.542880577329844
154,8.584602575170662
155,4.107545821082855
156,5.580712375508864
157,10.064521068520389
158,9.12865977229775
159,5.114643679258967
160,5.5426414934501524
161,4.783227485942975
162,10.448644831530059
163,7.084987719281931
164,9.908441836690232
165,9.922774559912412
166,5.136126805019607
167,10.075535325751027
168,10.833637903975196
169,5.334331265808774
170,8.438665961771633
171,6.559214564610286
172,9.062556257344506
173,3.8808857284359206
174,5.60444600413403
175,3.1966428799776665
176,8.053359869594347
177,3.8631556599543178
178,2.89254144136897
179,7.429111831227328
180,5.104948958646704
181,4.881204838373533
182,5.187125493298752
183,6.990746793217398
184,9.639088481176683
185,10.249398719447894
186,4.354264988213196
187,4.980734290345147
188,7.273590375620856
189,4.670187137799015
190,7.7354375310025105
191,5.439150702430491
192,5.3297679559544555
193,3.6633010606458742
194,9.75874009675144
195,5.496864446493242
196,9.975140032265376
197,8.862274432363183
198,4.616208135617892
199,6.90537643123221
200,8.43636799782449
201,9.540521742687051
202,5.774413387712959
203,4.764958748812558
204,4.978956917982731
205,10.585440018770582
206,5.361353214290628
207,6.6766405875813915
208,10.513471921719256
209,10.359523737911308
210,5.7217593453503754
211,3.9725147505279264
212,3.8134467236940197
213,4.872913474146189
214,6.064243829309849
215,10.002775463997251
216,7.251605897913225
217,3.3554029782243897
218,10.554486024668341
219,10.136982822179887
220,8.527947657712641
221,9.718725316405015
222,9.314974142077373
223,4.656770586782835
224,9.27256983418055
225,3.8489167417414643
226,7.388442660703968
227,4.903163835633697
228,5.556384207872225
229,5.652290155973451
230,5.533139039312939
231,9.135052646083308
232,5.786433477420318
233,10.754060190128763
234,6.414407227108878
235,9.683456086237875
236,3.4498308453071203
237,5.078968852255325
238,3.5950715830235946
239,6.463705400976976
240,10.34678229746393
241,4.315557981073983
242,3.391355659312588
243,10.353194806903034
244,6.5174546760981515
245,7.956201449430356
246,6.591423684955598
247,9.723090849777513
248,5.484221038837141
249,8.203238182517799
250,3.264162991338983
251,4.560265336785451
252,9.733617193734723
253,4.738995974092593
254,10.14096882956587
255,4.769426578760296
256,9.919579451428303
257,4.834845118658991
258,4.546308937985062
259,7.897063220724466
260,8.128448489666916
261,7.822413909533078
262,5.819042569932296
263,9.414355756750572
264,4.404668817862078
265,4.973898405732964
266,9.952268092571314
267,6.73602675207959
268,10.482425914759853
269,9.605793268004549
270,3.9584345196374913
271,6.525442634619803
272,7.552627725906231
273,7.009769614078357
274,9.022513844778102
275,6.196597461909833
276,5.646184353164595
277,6.231502706678015
278,6.872222835677124
279,8.292225796678425
280,9.336656276801394
281,5.934447372336188
282,8.26843853954402
283,5.937524785678538
284,7.818435430254897
285,6.872837263026821
286,7.227237614809181
287,8.124766016248076
288,6.261259066841411
289,6.278778686209765
290,3.693179050030674
291,10.508360249365813
292,8.959610210231423
293,3.6130022790639473
294,3.3214244695036594
295,5.0336516576530785
296,9.583637468517862
297,9.347951848966128
298,6.858756315926894
299,4.906869480396252
300,10.146473585021768
301,8.121453706250824
302,10.188473003880498
303,9.875480404833388
304,8.104073018915694
305,5.164887163260689
306,4.590183085522158
307,5.969386272320392
308,5.025133934592378
309,8.162190454580703
310,4.957863209297012
311,8.285449516185968
312,5.33345319615465
313,7.600344737559008
314,10.54976951636255
315,9.481437701344417
316,5.2588220249838935
317,5.398684034687629
318,5.037913696892427
319,4.1061014309241
320,3.4530580804137245
321,6.080103217547863
322,4.471556630786357
323,7.741147248811434
324,10.455605409441313
325,4.313013353669233
326,9.393515072138184
327,9.1622707783055
328,3.510895260238643
329,6.828455451050175
330,8.3489300271259
331,5.027489571541411
332,5.917634182023167
333,10.009660431616954
334,6.446437330722927
335,6.168141478599092
336,6.1018413843125865
337,4.391836324205856
338,4.661287820489759
339,10.606443214785346
340,3.58582960294316
341,4.284157761550734
342,7.925703268824884
343,6.230489889253665
344,7.778594777504128
345,4.676805075320702
346,10.356623350381915
347,4.372288547513539
348,7.184057961726734
349,10.000951132178491
350,4.529073855790916
351,3.9840676940302893
352,4.532651109391704
353,4.015274389310403
354,5.285062953998455
355,5.45609677081512
356,10.609669690285074
357,10.387020037014802
358,9.806620790371575
359,6.945967748169807
360,4.079562249831022
361,5.797458466455474
362,5.392489824729977
363,9.15811265778177
364,9.87061812829442
365,10.276751796734233
366,10.741690808204757
367,8.625088530901145
368,5.4961657917982265
369,4.116171375284141
370,4.580195044852456
371,4.063173892300183
372,10.157660731367093
373,9.30251734427325
374,5.351726916551482
375,3.9049550628846528
376,4.589921142756954
377,10.129140512090075
378,10.381172349636616
379,5.485235588248366
380,9.085413517355729
381,3.817403264999521
382,6.579770084165825
383,4.438082444977291
384,6.4715874406227885
385,7.03344191940786
386,9.273052040555442
387,10.73570249539803
388,6.019850730374709
389,8.949209245647198
390,10.207812902459505
391,8.028751988977357
392,6.504579468392353
393,4.916829043256782
394,6.720418554435778
395,4.94848511061137
396,4.335464769534273
397,4.163819068862301
398,6.394993911099921
399,10.29895652641061
400,8.481129119064226
401,10.39968703668584
402,7.326509468470121
403,9.365572440048814
404,5.929056479577851
405,5.322877413994607
406,4.634763620567591
407,5.806836930816412
408,4.287887438834921
409,5.24491109101847
410,4.742957978011285
411,10.03835093376152
412,9.898407075352267
413,5.33299640540484
414,9.769923471745601
415,4.267211397670586
416,10.205894060959304
417,4.8410871348232
418,5.6450389275053885
419,4.811168956629085
420,9.244873224465062
421,9.7014668603211
422,3.985777524382635
423,4.650484311199648
424,7.96299709382858
425,7.170774648714488
426,6.862855531671148
427,7.436418134481388
428,10.042154882817195
429,4.721921443423898
430,10.519374948453418
431,6.8334965574023565
432,5.630577143292087
433,5.988472442000585
434,4.292037409844537
435,4.980494960351518
436,10.068121604218332
437,9.00241882941778
438,9.842904187016353
439,9.902415800628876
440,4.422927821904662
441,4.63594620715424
442,8.123045975121777
443,4.065808129514608
444,4.896212913372714
445,3.595639159524311
446,9.352315414383545
447,10.326986357681443
448,8.070357013309957
449,10.550808786281776
450,3.862364736720656
451,4.98371242273639
452,5.353317218930294
453,9.450180395392467
454,7.3639083304234925
455,5.130472722813722
456,5.402847514606273
457,10.05026353332505
458,6.656238587858746
459,10.033821112344596
460,8.959118910155942
461,7.061779053371432
462,5.0619960807425075
463,9.990111640771257
464,9.194115847386401
465,4.505731117773315
466,11.2227298840644
467,10.202211156996137
468,4.517022284420978
469,6.249837647783516
470,5.122399592338661
471,10.17781417675649
472,3.195767089379767
473,4.777424152212426
474,10.176995253345313
475,3.797095374290515
476,6.4588778363817925
477,9.54447827439128
478,8.219254024773797
479,6.4224607635755815
480,10.488899807765973
481,9.442832834705394
482,4.955392032032456
483,8.786080498118109
484,6.503746947204269
485,4.739519065665334
486,6.028335182667415
487,3.6080498825477334
488,9.33100302553815
489,5.685069528507988
490,10.09919229864588
491,9.098936871001007
492,8.794490194051752
493,9.5315420361069
494,6.387693616199896
495,4.086003154318258
496,10.132266761953813
497,4.417705345420981
498,6.79292506639635
499,4.5397399564260335
500,8.094544499674564
501,3.3655772609489785
502,5.474983696749352
503,9.965235097719182
504,8.175229358505717
505,5.668483347129171
506,2.9694686420951992
507,7.44662647988427
508,7.826206344088383
509,6.224658291668361
510,9.448784904191916
511,3.824398441055815
512,10.273915524407315
513,8.794120327477799
514,6.072843623404826
515,7.068798604938791
516,5.66334961809526
517,3.4281577692145024
518,6.4548566044245534
519,4.539780689804137
520,8.630135892806463
521,5.8327847109764415
522,4.518544732445288
523,9.990545521096303
524,6.215394512155432
525,9.768609438184095
526,9.423087205088525
527,6.897968325802435
528,4.606506079679191
529,5.226885917572078
530,5.868378655571149
531,9.134650452808557
532,5.501483494439786
533,7.736424640552104
534,5.633095700936958
535,4.189934082011735
536,6.874452632522718
537,11.128492273188058
538,3.8135170551521465
539,5.709850647050807
540,4.191168267297662
541,4.309423222154359
542,9.865553459559683
543,9.21861324873961
544,7.860695469206575
545,7.773336540429985
546,8.775784171379263
547,7.122087833331467
548,6.05093452592446
549,5.821521563150355
550,5.892703625743818
551,8.59573525318004
552,6.744458105741749
553,4.72730452640143
554,6.274099527600548
555,9.032013797835578
556,6.8216964361213135
557,4.67250582567812
558,3.8707026722536075
559,5.413941769995944
560,5.798114205774667
561,10.392483833914385
562,3.926457312106084
563,7.739000573658688
564,5.13589823043688
565,4.848390461893218
566,10.57643197198758
567,10.478294337911244
568,6.0003512657468745
569,3.3581584555412274
570,7.770210981803604
571,5.271138538297587
572,7.545827848817079
573,9.228280347249235
574,10.037688057563551
575,10.28645313752911
576,8.027328771405084
577,4.80354674508684
578,4.588022436137175
579,6.016095593363591
580,5.793946701698176
581,10.27194286095191
582,4.586198771050246
583,6.917043565362963
584,5.062865790609282
585,6.245028723378625
586,10.379825104960851
587,10.66333478415014
588,4.932253345553029
589,4.026038393458514
590,9.782312362046858
591,5.722987659309637
592,5.84402455704221
593,10.029878612497251
594,5.637556175633352
595,4.460897010906671
596,9.644200252042934
597,3.758136844024536
598,7.7904302912879935
599,9.287718535655658
600,10.624850372230378
601,7.3608715745631015
602,8.760265609889652
603,4.308307064692425
604,6.118310604312772
605,6.005490165445932
606,2.9364218162683353
607,6.538304686708901
608,6.485010404640751
609,10.458127150282886
610,6.6623908669453415
611,7.410969061953527
612,3.3779607045978186
613,10.459658228445212
614,6.712373277646286
615,4.762031408455825
616,8.616418890266571
617,5.646713355467007
618,4.438579315872663
619,10.148672542205512
620,4.7527232168872375
621,10.652365104842417
622,7.953630953333977
623,8.833084771365336
624,10.708703469477356
625,9.376407396621845
626,10.348078612052182
627,4.526808990512765
628,9.415568658194568
629,7.915866912343698
630,7.771994945934369
631,9.995283108768794
632,9.76624043298041
633,6.1243012481955255
634,4.171803046528823
635,4.484963739965661
636,9.764567102358656
