Epoch,MSE,MAE,RMSE,R2
1,18.397521549296215,3.692472242905103,4.28923321227655,0.7232709139212046
2,25.44654073687926,4.663632428944817,5.044456436215825,0.46470883112811556
3,152.94517422768823,9.157723347592109,12.367100477787355,0.8406908979940766
4,87.38582058097533,7.488891266677648,9.34803832795819,0.799134512571664
5,159.9236216928296,9.321581574526567,12.646091162601573,0.842278448061183
6,149.94505752882648,8.826309848239951,12.245205491490394,0.8497528689447744
7,91.46161569220271,7.7295682944756905,9.563556644481315,0.7929128870770947
8,23.155070193966097,4.318456529034157,4.81197154957987,0.6062082239473221
9,228.86625178249562,10.631797168230175,15.12832613948072,0.857412217841405
10,99.4217210326952,7.816104789685359,9.971044129512977,0.813666663454006
11,29.49145974258796,4.518063293734126,5.430603994270615,0.7661356826248923
12,193.9098780408818,9.793496765364395,13.925152711582081,0.8569913755247347
13,153.52132725539013,8.9989603702714,12.390372361450245,0.8466384243858746
14,108.84202314085927,8.332486301141133,10.432738046211036,0.8022774989517742
15,151.82439465183197,9.206117549178295,12.321704210531593,0.8368530589976115
16,37.749024842713176,5.440291897852954,6.144023506035208,0.6646300553481626
17,36.863453062302234,5.336918258724874,6.071528066500412,0.6797831161298367
18,21.07718273391644,3.7815535386378127,4.590989297952723,0.7766794957673295
19,163.90160586249593,9.157394163324971,12.802406252829813,0.8520777124037381
20,202.0259602414403,9.996575517501787,14.213583652317958,0.8568707948369081
21,29.947654702242037,4.535514927668308,5.4724450387593695,0.7701378254928644
22,174.8241256175013,9.898524134735558,13.222107457493351,0.8361909039865403
23,53.54578648617917,5.690843746333338,7.3174986495508945,0.81756224046594
24,139.56267130014515,9.09015449801461,11.813664600797889,0.8238437584881232
25,187.0524204119544,9.85520376848038,13.676710876959943,0.8497945435338408
26,180.58379993710108,9.804705329397665,13.438147191376535,0.8458776598627025
27,78.85898381942759,7.369426298490283,8.880258094190033,0.7700553125038763
28,82.66655203049616,7.329149459577202,9.092114827172837,0.7947383281748948
29,164.3251454139702,9.515093047093343,12.81893698455415,0.839263587883982
30,148.00237405316042,8.981276863849091,12.165622633188999,0.841617696784127
31,196.66361059546026,10.18405659762792,14.023680351300804,0.8475144201169182
32,72.1010123081149,6.413485525605789,8.49123149537892,0.8317118323637296
33,39.841943400791045,5.150055724224392,6.312047480872672,0.7842279046533641
34,95.75716478501637,7.695475905122599,9.785558991954234,0.8115177467416831
35,193.4610495677964,9.496378408159693,13.909027628407257,0.8640341751956488
36,17.134538304153157,3.6074228933009316,4.139388638936087,0.7059859402957429
37,200.83843155810362,10.136722243131919,14.17174765362775,0.8521921217135593
38,201.28842414439416,10.075200557760377,14.187615167616936,0.8543890698875767
39,22.366976190212117,4.317210385352219,4.729373763006273,0.5629133631323087
40,151.35970474232525,9.074474794350714,12.30283319980911,0.8417821528097988
41,27.60013201397989,4.156181651659836,5.253582778826265,0.8065633066631155
42,19.84332948002537,4.0840528927880015,4.454585219751147,0.5349839674495788
43,28.799603929436625,4.823853912236124,5.366526244176639,0.6046606221541815
44,144.3689848156786,9.118383816463977,12.015364531119253,0.8303051484012558
45,68.54273913554913,6.850363929292333,8.279054241611727,0.7716038539226682
46,171.35396923713304,9.667065475933489,13.090224185900448,0.8417274309371532
47,123.44737720479957,7.659872255816764,11.110687521697276,0.8611593021765885
48,50.725490207653394,5.613327749705717,7.122182966454414,0.8090524265723674
49,215.4855311107124,10.459218017520636,14.679425435306124,0.8533478003591899
50,196.62130024946737,10.2863644265153,14.022171737982221,0.8437475290965339
51,214.8652023715592,10.208689411045619,14.658281016939169,0.859474746089306
52,25.568061283050813,4.035642094704963,5.056487049627519,0.8005474534675483
53,172.31049880408293,8.991595342878684,13.126709366938956,0.8632168342081108
54,78.15210028077506,6.893602040652687,8.840367655294381,0.8159206948657254
55,147.6453374501962,8.53906073480032,12.150939776420431,0.8566736028703499
56,60.070408412994226,6.259494450918616,7.750510203399143,0.793721828542104
57,83.32249140418082,6.365914392644438,9.128115435520128,0.8581271729917337
58,201.54162876495914,10.095542595583192,14.196535801559447,0.853847770138592
59,112.94440277042519,7.159360127672104,10.627530417290048,0.8657714291227028
60,31.92069308675472,5.030792397303911,5.649840093910156,0.6413451838068616
61,120.33773063886333,7.845463559871349,10.96985554320855,0.8512928555446543
62,25.707563828608087,4.530909890377088,5.070262698185182,0.618146400397102
63,55.65868344179122,5.50122774062342,7.46047474640798,0.841139809668939
64,37.95667051438239,4.996588937748354,6.160898515182861,0.7895561338029813
65,34.34054881226836,5.1444507926235215,5.860080956118982,0.6762820315932467
66,193.5519848998333,9.987553083274634,13.912296176398534,0.8512018953761495
67,190.76487335101706,10.104837822802331,13.811765757897035,0.8451234705486234
68,23.087554207344837,3.7118381848446482,4.804951009879792,0.8201351333560383
69,186.44113864191493,9.7264579116948,13.654345046244984,0.8533698804949249
70,32.22233068052399,4.712022352725748,5.676471675303594,0.7681242094263782
71,29.143400510276695,4.892618832694224,5.398462791413561,0.5741777104770804
72,23.89088749168221,3.914184686824763,4.8878305506310475,0.7991795748294804
73,24.879472426531844,4.724965473936758,4.987932680633516,0.2944106513769348
74,51.53799304632535,5.959235852796071,7.178996660141677,0.7682388537779706
75,203.66117547383172,10.278361056540668,14.27099069699899,0.850276851588659
76,219.73398555074763,10.235566751421418,14.823426916565131,0.8617232828788852
77,70.00398469651513,5.827379097563893,8.366838393115714,0.85779891702465
78,176.4556223530644,9.369407856728287,13.283659975814812,0.8561695087138115
79,27.513165251005187,4.195398333534992,5.2452993480835,0.8001851076885977
80,26.38759252325379,4.550683970060379,5.136885488625748,0.6375932496110475
81,19.407107187324307,3.5497132034328125,4.40534983710991,0.7948040712528994
82,44.88864336093473,5.004125983672558,6.6998987575137825,0.835673631465673
83,29.301985422876484,4.809247043424285,5.413130833711345,0.65924463542953
84,72.89539204422537,6.334960525156258,8.537879833086512,0.8385054976838613
85,200.97807257317857,10.317063147766447,14.176673536947183,0.8468749928014415
86,27.821008021300184,4.721055668112903,5.274562353532299,0.6234882148597196
87,197.9941665724746,10.315528800503808,14.071039996122341,0.8442653646093581
88,35.25837146400381,4.474655801364203,5.937876006115639,0.8321402951851788
89,128.90466501456794,8.3502658601379,11.353619027189874,0.842745645816761
90,192.10878735060803,9.928614495425535,13.860331430041924,0.85170004952751
91,25.486881075184087,4.237163368458525,5.048453334951615,0.7579397278616049
92,16.310073109855956,3.7224835133060417,4.038573152718167,0.4853354823859807
93,144.21783617195,8.794406690125015,12.009073077134222,0.8444363577398117
94,137.91479538287948,8.681824238131812,11.74371301517878,0.8406186186782753
95,150.2672437277711,9.387366719845119,12.258354038278185,0.8263059486503661
96,212.55212845671772,10.353109328235034,14.57916761878804,0.8541338696207177
97,201.61224095238728,10.407383806813455,14.199022535103861,0.8437979213737733
98,108.57851494185932,7.7669931026850705,10.420101484239936,0.8376855629137194
99,69.2823313952041,6.467403952517028,8.323600867125002,0.8182199181151794
100,43.85491100168418,5.203246137811138,6.622304055363524,0.8115192606484074
101,185.65610052395127,9.897050322415035,13.625567897300694,0.8474366274286316
102,61.2852614993777,5.250263976668596,7.828490371673053,0.866832601353511
103,15.042477598968263,3.307605471958004,3.878463303805808,0.7381679603504399
104,28.896257090137567,4.685332231546542,5.375523889830419,0.702598564224688
105,88.49926198743624,6.377058251361793,9.407404636106403,0.8648607137729907
106,176.32503214831317,9.902136774479958,13.27874362085183,0.8377893027184626
107,121.23996957701065,7.401569544154126,11.010902305306802,0.8667075102300026
108,159.66068311593608,9.168605907074268,12.63569084442699,0.8475086373046411
109,178.70902274057138,10.000205360803404,13.368209406669667,0.8365546516389417
110,160.78127882618654,9.450382442418885,12.679955789599052,0.8381848120199475
111,184.49623594760442,9.955178358790794,13.582939149816008,0.8440069494439704
112,110.15245730350564,8.215985171064265,10.495354081854773,0.8141980667337544
113,142.63906633448525,9.071369338176957,11.943159813654226,0.8297961383863971
114,155.04033703151927,9.303695597275977,12.451519466776706,0.8371575709843662
115,210.47722786509382,9.945287199775786,14.507833327726571,0.8631276787347543
116,52.105003687577145,5.398540429005247,7.218379574916876,0.8352927018990784
117,111.19074888460693,8.14354047907724,10.544702408537043,0.8220238454603319
118,139.98298496587168,9.081952304863862,11.831440527926922,0.8248671859699167
119,46.306277903369256,5.3480628193204085,6.804871630190334,0.8113922375051634
120,133.7617660074033,8.768075818325523,11.565542183892777,0.8304666572257452
121,203.18159114328674,10.277441065346984,14.25417802411934,0.8499301079140678
122,214.42271845819403,10.142991566651252,14.643179929857927,0.8609639100866865
123,165.28883384859955,9.441638413697996,12.856470505103628,0.843578644150109
124,27.495257366680878,4.34721004096409,5.243592029008443,0.7709204953302046
125,105.32366193808444,8.1648348327109,10.262731699605347,0.8029595373425215
126,22.36186610427438,3.961859313197761,4.728833482400748,0.7595647068216455
127,13.01920475711219,3.2176656145248343,3.608213513237845,0.6513642706766003
128,185.5182915632203,10.040815960213365,13.620509959734264,0.8422875580043567
129,49.697977140930476,5.72482214045947,7.049679222555483,0.7884499498141168
130,140.17946422726337,9.118333329514105,11.839740885140323,0.8237471511121482
131,18.689317537579644,3.9760036232903477,4.323114333160719,0.5162577446215343
132,174.85943451879328,9.599024082807274,13.223442612224446,0.8475495811616091
133,40.856607761663604,4.758871083502541,6.391917377568612,0.8372130971971834
134,51.40992639616929,6.176636087934806,7.170071575386768,0.7198385758500956
135,184.70613954413545,9.815272062317403,13.590663690347704,0.8490441061971679
136,141.91021547430879,9.14273260326956,11.912607417115229,0.824988119031525
137,187.5169353682561,9.929396852080574,13.693682315880418,0.8477870929092486
138,30.199508615331627,4.359069213257446,5.495407957133995,0.8055929365013965
139,16.753824391146324,3.668534718205643,4.093143583011268,0.5980259126252716
140,22.438036883824306,3.9013975378794847,4.736880501324084,0.7751859398604076
141,69.39502657634978,6.9949298933536825,8.330367733560733,0.7558953240453506
142,139.1556436559702,9.058890637539973,11.79642503710214,0.8242629420840493
143,50.448650269638364,5.325206117844983,7.102721328451396,0.8336982805664566
144,103.24854397831295,8.008817106104859,10.16112907005481,0.8095892520874237
145,46.465014258007294,5.2377459511693605,6.81652508672911,0.8235583958001584
146,45.232591531908575,5.143881131429112,6.725517937817769,0.8258830096894734
147,17.040090927734486,3.394237119947037,4.127964501753193,0.7783766692838432
148,129.1616074290716,8.205181784443214,11.364928835196093,0.8486682549252771
149,15.653554347510854,3.4435851185097657,3.9564572975720154,0.7084535901264724
150,19.58405695719461,3.634295823002947,4.425387774782522,0.7796921921613673
151,213.16084851591532,10.500613238525146,14.600029058735306,0.8506190460687522
152,62.64767591123771,6.198626945653299,7.91502848454999,0.814011721472826
153,19.78230351461828,3.5480501724513114,4.44773015308014,0.8011686246724058
154,146.14034449479684,8.565243510048488,12.088852075147452,0.8546172578972112
155,20.81123442801328,4.110747395035696,4.561933189779666,0.6203208627440291
156,49.81752013683741,5.574574109103786,7.058152742526716,0.8085795039864662
157,188.34095537287615,10.028419190461975,13.723736931786332,0.8456227329335383
158,142.39096518046756,9.128765707916422,11.932768546337751,0.8260194336480638
159,47.628356597906134,5.124882857642036,6.901330060061331,0.837836047036336
160,55.47076718797183,5.540094190081021,7.447869976575305,0.8378169880865546
161,43.922597485950185,4.781114419379049,6.627412578521891,0.8480986216274083
162,224.3111316016641,10.434208293487712,14.977020117555565,0.859402913701284
163,75.1031833327268,7.075585629160496,8.66620928276757,0.782853270612037
164,203.59917916035474,9.89142730300635,14.2688184220122,0.8605371551063858
165,182.77419201102828,9.88647912312802,13.519400578835892,0.8453325392046215
166,35.04469850651406,5.137300757149153,5.919856291035624,0.7028808231416794
167,184.84242884671391,10.060527177808675,13.595676844008683,0.8406859302403212
168,233.15041551667082,10.825496930619812,15.269263751624399,0.8544814481704989
