DATE,DISTRICT,LAT,LON,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
5/23/1981,Kathmandu,27.7,85.3,7.26,83.64,10.61,60.44,20.04,11.59,25.34,14.54,10.8,21.28,2.32,4.54,0.42,4.12,2.36,3.67,0.5,3.17
5/24/1981,Kathmandu,27.7,85.3,4.2,83.57,9.78,53.55,20.68,10.44,27.23,14.49,12.74,21.67,2.63,4.88,0.53,4.35,2.86,4.25,0.89,3.36
5/25/1981,Kathmandu,27.7,85.3,0.19,83.65,11.01,58.31,21.22,12.37,26.36,16.18,10.18,22.58,2.46,4.68,0.9,3.78,2.61,3.79,1.43,2.36
5/26/1981,Kathmandu,27.7,85.3,3.67,83.77,12.47,65.22,21.44,14.28,26.18,16.71,9.47,22.85,2.36,4.84,0.53,4.3,2.46,4.5,1.09,3.41
5/27/1981,Kathmandu,27.7,85.3,17.98,83.65,12.98,71.21,20.63,14.87,25.18,15.95,9.23,21.93,2.06,4.32,0.36,3.96,2.14,3.84,0.35,3.49
5/28/1981,Kathmandu,27.7,85.3,12.01,83.48,11.43,65.6,19.88,12.79,24.79,15.14,9.65,20.56,2.03,4.04,0.27,3.78,2.06,3.64,0.33,3.32
5/29/1981,Kathmandu,27.7,85.3,0.12,83.56,10.42,56.48,20.83,11.51,26.68,15.21,11.47,21.84,2.34,5.01,0.48,4.53,2.56,4.74,0.7,4.04
5/30/1981,Kathmandu,27.7,85.3,0.31,83.56,10.44,54.43,21.47,11.51,27.1,16.04,11.07,22.43,2.37,4.8,0.64,4.15,2.44,3.96,0.93,3.03
5/31/1981,Kathmandu,27.7,85.3,6.73,83.62,11.16,56.37,22.0,12.44,27.96,16.85,11.11,22.71,2.21,4.21,0.85,3.36,2.16,3.4,0.98,2.42
6/1/1981,Kathmandu,27.7,85.3,6.91,83.62,12.79,68.25,21.08,14.53,26.58,16.54,10.04,22.38,2.14,4.5,0.79,3.7,2.16,3.6,0.9,2.7
6/2/1981,Kathmandu,27.7,85.3,2.92,83.55,12.47,63.22,21.9,14.2,27.48,16.39,11.08,23.37,2.02,3.94,0.58,3.37,1.99,3.29,0.5,2.79
6/3/1981,Kathmandu,27.7,85.3,0.13,83.37,11.04,53.54,22.61,12.38,27.98,16.65,11.33,23.27,2.26,4.7,0.29,4.41,2.27,4.09,0.37,3.72
6/4/1981,Kathmandu,27.7,85.3,0.07,83.27,7.45,34.64,23.32,6.26,30.36,15.7,14.66,23.35,2.59,4.62,0.47,4.15,2.95,4.59,0.53,4.06
6/5/1981,Kathmandu,27.7,85.3,2.21,83.31,6.39,31.54,22.35,4.21,29.35,14.65,14.69,22.11,3.1,5.56,0.71,4.85,3.66,6.08,0.74,5.33
6/6/1981,Kathmandu,27.7,85.3,1.09,83.35,5.98,29.98,22.11,3.38,28.66,14.99,13.67,21.77,2.7,5.49,0.27,5.21,2.87,5.1,0.23,4.87
6/7/1981,Kathmandu,27.7,85.3,0.05,83.35,7.57,37.47,22.3,6.52,29.37,15.35,14.02,22.69,2.81,5.24,0.57,4.67,2.99,4.58,0.81,3.77
6/8/1981,Kathmandu,27.7,85.3,0.24,83.49,10.39,51.12,22.39,11.14,28.82,16.33,12.48,23.42,2.45,4.95,0.67,4.29,2.43,4.05,0.76,3.29
6/9/1981,Kathmandu,27.7,85.3,4.96,83.51,12.22,60.73,22.22,13.94,27.49,17.39,10.11,23.72,2.23,4.3,0.69,3.61,2.29,3.67,1.19,2.48
6/10/1981,Kathmandu,27.7,85.3,2.9,83.51,12.62,62.84,22.18,14.48,27.36,17.58,9.78,23.68,2.09,4.15,0.7,3.45,2.16,3.41,1.19,2.22
6/11/1981,Kathmandu,27.7,85.3,0.46,83.48,12.05,55.47,23.49,13.74,29.27,17.74,11.53,24.75,2.28,4.56,0.35,4.21,2.28,3.86,0.46,3.4
6/12/1981,Kathmandu,27.7,85.3,1.44,83.32,9.37,39.63,24.89,9.77,31.62,17.75,13.87,25.16,2.29,4.49,0.52,3.96,2.33,3.75,0.68,3.07
6/13/1981,Kathmandu,27.7,85.3,0.62,83.14,6.94,29.95,24.54,5.44,31.22,18.04,13.18,24.36,2.43,4.24,0.46,3.78,2.44,3.6,0.45,3.15
6/14/1981,Kathmandu,27.7,85.3,0.03,83.15,7.17,31.04,24.48,5.8,31.4,17.4,14.0,24.66,2.49,4.63,0.42,4.21,2.55,3.95,0.65,3.29
6/15/1981,Kathmandu,27.7,85.3,8.92,83.34,11.23,51.76,23.44,12.0,29.43,18.1,11.33,23.88,2.32,4.73,0.34,4.39,2.41,3.9,0.4,3.51
6/16/1981,Kathmandu,27.7,85.3,0.62,83.36,14.0,64.19,23.5,15.88,28.41,19.48,8.93,25.02,2.54,4.7,0.82,3.88,2.63,4.25,1.04,3.21
6/17/1981,Kathmandu,27.7,85.3,0.81,83.34,15.16,73.57,22.55,17.16,26.95,19.08,7.88,24.14,2.21,4.43,0.16,4.27,2.27,4.0,0.48,3.52
6/18/1981,Kathmandu,27.7,85.3,0.58,83.44,15.11,72.3,22.81,17.24,26.81,19.13,7.69,24.52,2.84,5.75,1.16,4.59,3.06,5.43,1.82,3.62
6/19/1981,Kathmandu,27.7,85.3,0.11,83.38,14.0,61.6,24.2,16.03,29.6,18.79,10.81,26.15,2.65,5.19,0.09,5.11,2.8,4.65,0.12,4.53
6/20/1981,Kathmandu,27.7,85.3,1.11,83.16,14.73,64.65,24.18,16.83,28.64,20.52,8.13,25.71,2.63,5.03,0.13,4.91,2.67,4.71,0.22,4.49
6/21/1981,Kathmandu,27.7,85.3,0.78,83.22,15.04,76.12,21.84,17.06,24.43,19.66,4.77,22.78,2.04,4.34,0.24,4.1,2.32,4.36,0.09,4.27
6/22/1981,Kathmandu,27.7,85.3,2.82,83.28,14.23,65.88,23.32,16.21,28.46,19.24,9.22,24.8,2.35,5.11,0.38,4.74,2.47,4.9,0.19,4.7
6/23/1981,Kathmandu,27.7,85.3,1.39,83.41,15.3,75.79,22.22,17.45,26.99,18.92,8.07,23.39,2.48,5.57,0.42,5.15,2.94,5.58,0.9,4.69
6/24/1981,Kathmandu,27.7,85.3,1.56,83.45,15.15,71.76,22.97,17.32,27.78,18.78,9.0,24.52,2.88,5.6,0.9,4.7,3.27,5.38,1.67,3.71
6/25/1981,Kathmandu,27.7,85.3,5.5,83.55,15.5,73.89,22.88,17.65,27.72,18.85,8.88,24.65,3.04,6.19,0.75,5.44,3.26,6.05,1.49,4.55
6/26/1981,Kathmandu,27.7,85.3,12.64,83.49,16.09,78.5,22.49,18.19,26.92,19.29,7.63,23.75,2.29,4.41,0.72,3.69,2.53,4.03,1.13,2.91
6/27/1981,Kathmandu,27.7,85.3,7.63,83.47,16.19,84.88,21.3,18.34,24.17,19.08,5.09,21.94,2.11,4.06,0.7,3.36,2.45,3.77,1.39,2.38
6/28/1981,Kathmandu,27.7,85.3,27.51,83.63,15.74,85.75,20.71,17.81,24.17,18.39,5.77,21.52,1.96,4.59,0.26,4.33,2.02,4.05,0.62,3.43
6/29/1981,Kathmandu,27.7,85.3,68.69,83.52,15.99,85.6,20.97,18.02,24.84,18.07,6.77,21.83,2.24,4.17,0.66,3.51,2.38,3.71,0.89,2.82
6/30/1981,Kathmandu,27.7,85.3,5.28,83.25,16.24,88.43,20.64,18.31,24.01,18.46,5.55,21.42,1.93,4.28,0.37,3.91,2.23,4.25,0.52,3.73
7/1/1981,Kathmandu,27.7,85.3,5.35,83.08,16.31,89.25,20.52,18.26,23.36,17.77,5.59,21.25,2.07,4.0,0.28,3.71,2.3,3.71,0.32,3.39
7/2/1981,Kathmandu,27.7,85.3,7.95,83.02,17.2,89.3,21.36,19.19,24.73,18.45,6.28,22.2,2.27,4.32,0.65,3.67,2.48,4.09,1.0,3.09
7/3/1981,Kathmandu,27.7,85.3,28.44,83.17,16.29,90.18,20.35,18.33,22.34,18.32,4.02,20.72,1.67,3.88,0.29,3.6,1.85,3.47,0.44,3.03
7/4/1981,Kathmandu,27.7,85.3,21.96,83.17,16.89,92.31,20.56,18.87,23.51,18.01,5.5,21.18,1.97,3.66,0.38,3.28,2.16,3.15,0.69,2.46
7/5/1981,Kathmandu,27.7,85.3,5.96,83.3,16.88,89.65,21.05,18.79,24.61,17.96,6.64,21.7,1.81,3.45,0.27,3.18,2.02,2.93,0.57,2.36
7/6/1981,Kathmandu,27.7,85.3,2.45,83.39,16.65,84.17,21.88,18.66,25.36,18.99,6.38,22.48,1.4,2.79,0.24,2.55,1.34,2.2,0.39,1.82
7/7/1981,Kathmandu,27.7,85.3,3.33,83.36,16.7,84.78,21.8,18.68,25.31,18.98,6.33,22.26,2.17,4.68,0.3,4.39,2.28,4.47,0.34,4.13
7/8/1981,Kathmandu,27.7,85.3,7.39,83.46,16.93,89.04,21.24,18.89,24.22,18.61,5.61,21.39,1.37,3.03,0.12,2.92,1.53,3.03,0.13,2.91
7/9/1981,Kathmandu,27.7,85.3,1.2,83.43,16.94,85.27,21.95,18.93,25.66,18.5,7.16,22.82,2.26,3.83,0.31,3.52,2.46,3.62,0.5,3.12
7/10/1981,Kathmandu,27.7,85.3,1.19,83.4,16.84,85.37,21.83,18.91,25.55,18.11,7.44,22.64,2.4,5.18,0.24,4.94,2.45,4.84,0.13,4.71
7/11/1981,Kathmandu,27.7,85.3,9.68,83.36,17.33,88.46,21.71,19.25,24.83,19.11,5.72,22.24,2.02,4.19,0.16,4.03,2.0,3.74,0.19,3.55
7/12/1981,Kathmandu,27.7,85.3,12.16,83.38,17.38,88.11,21.82,19.31,25.32,19.27,6.06,22.51,2.1,4.1,0.13,3.97,2.24,3.65,0.24,3.41
7/13/1981,Kathmandu,27.7,85.3,8.27,83.44,16.47,84.25,21.69,18.48,25.12,18.56,6.56,22.3,1.81,3.84,0.37,3.47,1.91,3.22,0.71,2.52
7/14/1981,Kathmandu,27.7,85.3,17.91,83.41,17.08,87.82,21.6,19.08,24.77,18.92,5.85,22.15,2.36,5.06,0.29,4.77,2.58,4.77,0.55,4.22
7/15/1981,Kathmandu,27.7,85.3,34.3,83.42,16.61,90.3,20.7,18.68,23.73,17.95,5.78,21.11,2.64,5.89,0.34,5.55,2.94,5.97,0.74,5.23
7/16/1981,Kathmandu,27.7,85.3,23.53,83.38,15.9,85.45,20.89,17.91,24.13,17.81,6.32,21.33,1.85,3.09,0.93,2.15,2.07,2.62,1.2,1.42
7/17/1981,Kathmandu,27.7,85.3,13.06,83.41,16.0,88.09,20.49,18.11,24.18,17.75,6.44,21.15,2.55,5.53,0.78,4.75,3.03,5.47,1.46,4.01
7/18/1981,Kathmandu,27.7,85.3,24.35,83.34,15.8,86.75,20.53,17.82,24.49,17.46,7.03,21.02,2.51,5.44,0.42,5.02,2.77,5.59,0.58,5.01
7/19/1981,Kathmandu,27.7,85.3,8.42,83.34,16.45,90.79,20.44,18.53,23.79,17.32,6.46,21.21,2.24,4.7,0.35,4.36,2.3,4.28,0.49,3.78
7/20/1981,Kathmandu,27.7,85.3,7.61,83.42,16.89,93.33,20.43,18.92,22.97,18.55,4.42,20.77,1.87,3.73,0.35,3.37,2.14,3.67,0.62,3.05
7/21/1981,Kathmandu,27.7,85.3,4.59,83.54,16.88,89.55,21.12,18.89,23.94,18.29,5.65,21.57,1.88,3.82,0.44,3.38,2.05,3.56,0.69,2.87
7/22/1981,Kathmandu,27.7,85.3,3.96,83.57,17.41,88.85,21.75,19.42,25.05,18.77,6.28,22.46,2.29,4.49,0.21,4.29,2.4,4.23,0.42,3.81
7/23/1981,Kathmandu,27.7,85.3,11.51,83.52,16.9,86.21,21.75,18.9,25.64,18.31,7.32,22.38,2.8,4.68,0.85,3.83,3.25,4.51,1.71,2.8
7/24/1981,Kathmandu,27.7,85.3,12.31,83.63,16.35,86.23,21.23,18.38,24.68,17.92,6.76,21.99,2.2,3.97,0.45,3.53,2.46,3.49,0.77,2.72
7/25/1981,Kathmandu,27.7,85.3,2.58,83.62,17.4,91.32,21.3,19.49,24.08,18.8,5.28,21.86,1.97,3.75,0.22,3.54,2.06,3.18,0.2,2.97
7/26/1981,Kathmandu,27.7,85.3,7.32,83.62,17.28,92.82,20.92,19.3,23.68,18.94,4.74,21.42,2.01,4.03,0.33,3.71,2.23,3.69,0.47,3.22
7/27/1981,Kathmandu,27.7,85.3,8.56,83.59,17.17,93.84,20.64,19.22,23.14,18.71,4.43,21.02,2.69,5.56,0.44,5.12,3.06,5.5,0.85,4.65
7/28/1981,Kathmandu,27.7,85.3,14.1,83.65,16.12,90.02,20.31,18.24,23.4,17.36,6.04,21.07,2.14,4.22,0.9,3.33,2.45,3.92,1.53,2.39
7/29/1981,Kathmandu,27.7,85.3,8.46,83.59,16.97,90.92,20.97,19.03,24.32,17.78,6.54,21.64,1.92,4.27,0.62,3.65,2.06,3.79,0.78,3.01
7/30/1981,Kathmandu,27.7,85.3,8.74,83.31,17.78,93.42,21.22,19.75,24.22,19.26,4.96,21.86,2.47,4.61,1.12,3.49,2.84,4.39,1.14,3.25
7/31/1981,Kathmandu,27.7,85.3,9.71,83.26,17.08,94.84,20.31,19.08,21.92,18.96,2.95,20.5,2.37,4.88,0.89,3.99,2.92,5.21,1.51,3.7
8/1/1981,Kathmandu,27.7,85.3,1.97,83.32,16.51,91.82,20.3,18.54,23.12,17.88,5.24,20.65,1.7,3.93,0.44,3.49,1.86,3.62,0.7,2.92
8/2/1981,Kathmandu,27.7,85.3,0.98,83.56,16.23,93.4,19.81,18.26,22.02,18.18,3.84,19.96,1.66,3.24,0.31,2.93,1.93,3.29,0.48,2.82
8/3/1981,Kathmandu,27.7,85.3,1.59,83.71,15.81,89.66,20.07,17.88,22.12,17.98,4.13,20.14,1.1,2.11,0.08,2.03,1.26,2.04,0.22,1.82
8/4/1981,Kathmandu,27.7,85.3,5.52,83.53,16.0,90.84,20.02,17.99,22.45,17.81,4.64,20.07,1.25,2.49,0.26,2.23,1.44,2.27,0.25,2.02
8/5/1981,Kathmandu,27.7,85.3,0.81,83.35,16.15,86.91,20.85,18.08,24.39,17.36,7.02,21.33,2.11,3.95,0.63,3.31,2.32,3.44,1.04,2.4
8/6/1981,Kathmandu,27.7,85.3,1.18,83.36,17.02,86.95,21.69,18.99,25.53,18.79,6.75,22.19,2.02,4.33,0.41,3.92,2.16,3.88,0.73,3.15
8/7/1981,Kathmandu,27.7,85.3,16.38,83.42,17.55,86.6,22.27,19.39,26.43,18.44,7.98,22.5,2.5,4.54,0.7,3.85,2.8,4.61,0.91,3.7
8/8/1981,Kathmandu,27.7,85.3,2.32,83.57,16.28,84.52,21.47,18.25,25.17,18.34,6.83,21.9,2.05,4.23,0.74,3.5,2.34,4.05,1.1,2.95
8/9/1981,Kathmandu,27.7,85.3,2.58,83.53,16.58,86.92,21.31,18.58,24.99,18.06,6.93,21.54,2.14,4.66,0.62,4.03,2.43,4.77,1.11,3.66
8/10/1981,Kathmandu,27.7,85.3,5.85,83.48,16.9,90.23,21.0,18.88,24.14,18.54,5.6,21.47,1.83,4.1,0.38,3.72,1.88,3.61,0.69,2.92
8/11/1981,Kathmandu,27.7,85.3,17.18,83.36,17.07,93.45,20.57,19.06,23.25,18.51,4.74,20.95,2.58,5.21,0.54,4.68,2.93,4.99,0.94,4.05
8/12/1981,Kathmandu,27.7,85.3,10.83,83.17,16.88,96.16,19.89,18.87,21.94,18.36,3.58,20.0,2.4,4.75,0.57,4.19,2.82,4.65,0.8,3.86
8/13/1981,Kathmandu,27.7,85.3,2.8,83.22,15.6,85.43,20.55,17.58,23.36,17.81,5.55,20.41,1.24,2.33,0.33,2.0,1.43,2.25,0.6,1.65
8/14/1981,Kathmandu,27.7,85.3,3.65,83.37,16.84,86.11,21.68,18.79,24.51,18.34,6.17,21.77,1.92,4.05,0.35,3.7,2.06,3.77,0.5,3.27
8/15/1981,Kathmandu,27.7,85.3,0.33,83.47,16.87,88.22,21.34,18.91,24.8,18.14,6.66,21.75,2.71,5.92,0.61,5.31,3.18,6.27,0.91,5.36
8/16/1981,Kathmandu,27.7,85.3,0.46,83.57,16.25,87.77,20.83,18.33,24.62,17.08,7.54,21.53,2.2,4.4,0.9,3.5,2.48,4.09,1.44,2.64
8/17/1981,Kathmandu,27.7,85.3,2.17,83.49,17.05,90.55,21.08,19.1,24.9,18.11,6.79,21.78,2.06,4.55,0.14,4.41,2.13,4.25,0.39,3.87
8/18/1981,Kathmandu,27.7,85.3,14.39,83.36,16.53,91.31,20.43,18.63,23.13,18.38,4.75,20.75,1.68,3.65,0.22,3.43,1.82,3.26,0.27,2.99
8/19/1981,Kathmandu,27.7,85.3,27.4,83.29,16.25,89.37,20.48,18.3,23.48,17.95,5.53,20.91,1.85,3.56,0.45,3.11,2.03,2.94,0.66,2.29
8/20/1981,Kathmandu,27.7,85.3,39.84,83.31,16.15,91.82,19.95,18.12,23.2,17.5,5.7,20.08,1.29,2.75,0.43,2.32,1.44,2.38,0.64,1.74
8/21/1981,Kathmandu,27.7,85.3,5.02,83.28,16.16,86.7,20.89,18.21,24.13,18.13,6.0,21.15,1.65,3.77,0.31,3.45,1.66,3.39,0.37,3.02
8/22/1981,Kathmandu,27.7,85.3,11.41,83.24,16.73,90.36,20.76,18.67,23.51,18.37,5.14,20.91,1.98,4.12,0.1,4.02,2.13,3.94,0.35,3.59
8/23/1981,Kathmandu,27.7,85.3,3.86,83.35,16.25,92.81,19.89,18.26,22.02,18.01,4.01,20.03,1.74,4.03,0.21,3.83,2.03,3.99,0.57,3.42
8/24/1981,Kathmandu,27.7,85.3,5.49,83.44,16.12,91.22,20.05,18.17,23.53,17.37,6.16,20.66,1.82,4.09,0.32,3.77,1.9,3.67,0.44,3.23
8/25/1981,Kathmandu,27.7,85.3,15.27,83.47,16.26,92.79,19.93,18.34,22.77,17.74,5.02,20.42,1.65,3.89,0.3,3.59,1.69,3.39,0.6,2.79
8/26/1981,Kathmandu,27.7,85.3,11.67,83.59,16.35,92.84,20.03,18.41,22.76,17.63,5.13,20.42,1.85,3.66,0.17,3.48,1.98,3.3,0.19,3.11
8/27/1981,Kathmandu,27.7,85.3,5.78,83.56,16.39,91.73,20.25,18.42,23.63,17.58,6.06,20.9,1.89,3.95,0.16,3.79,2.05,3.53,0.31,3.21
8/28/1981,Kathmandu,27.7,85.3,0.9,83.39,16.53,91.52,20.39,18.53,23.94,17.21,6.73,21.02,2.19,4.65,0.29,4.37,2.37,4.31,0.43,3.87
8/29/1981,Kathmandu,27.7,85.3,0.05,83.39,16.46,92.81,20.1,18.46,22.87,17.75,5.12,20.27,1.91,3.95,0.24,3.71,2.11,3.71,0.34,3.37
8/30/1981,Kathmandu,27.7,85.3,0.12,83.52,16.11,93.18,19.72,18.21,22.12,17.91,4.21,19.86,1.72,2.64,0.95,1.68,2.06,2.6,1.45,1.15
8/31/1981,Kathmandu,27.7,85.3,0.66,83.57,16.12,90.23,20.26,18.14,24.04,17.27,6.77,20.65,1.7,3.53,0.46,3.07,1.97,3.06,0.46,2.6
9/1/1981,Kathmandu,27.7,85.3,1.81,83.59,16.74,90.94,20.74,18.83,24.31,17.91,6.4,21.21,1.95,4.24,0.61,3.63,2.04,3.89,0.78,3.11
9/2/1981,Kathmandu,27.7,85.3,0.45,83.66,16.33,89.66,20.59,18.37,23.8,17.85,5.95,20.94,1.6,3.55,0.2,3.35,1.61,3.1,0.24,2.85
9/3/1981,Kathmandu,27.7,85.3,1.18,83.7,15.47,88.12,20.0,17.51,22.72,17.9,4.82,20.26,1.4,3.07,0.12,2.95,1.41,2.63,0.11,2.52
9/4/1981,Kathmandu,27.7,85.3,7.56,83.63,15.98,93.59,19.53,18.06,22.27,17.32,4.95,19.76,1.69,3.92,0.14,3.77,1.86,3.68,0.1,3.57
9/5/1981,Kathmandu,27.7,85.3,0.82,83.73,16.25,95.09,19.57,18.37,22.1,17.86,4.24,19.63,1.62,3.49,0.38,3.11,1.8,3.42,0.53,2.89
9/6/1981,Kathmandu,27.7,85.3,2.35,83.81,15.33,91.88,19.21,17.46,21.34,17.75,3.59,19.09,1.16,2.49,0.23,2.25,1.42,2.35,0.3,2.04
9/7/1981,Kathmandu,27.7,85.3,3.34,83.77,15.17,89.55,19.44,17.32,22.32,17.4,4.93,19.57,1.45,3.32,0.55,2.77,1.61,3.06,0.89,2.17
9/8/1981,Kathmandu,27.7,85.3,4.74,83.77,15.11,88.9,19.5,17.18,22.94,17.11,5.83,19.77,1.8,3.76,0.77,2.99,2.1,3.56,1.1,2.46
9/9/1981,Kathmandu,27.7,85.3,22.04,83.86,14.82,91.95,18.67,16.92,21.67,16.56,5.11,18.87,2.14,4.13,0.97,3.16,2.99,4.28,1.98,2.29
9/10/1981,Kathmandu,27.7,85.3,7.92,83.94,14.01,89.32,18.26,16.01,20.63,15.86,4.77,18.27,1.83,3.27,1.07,2.19,2.58,3.67,1.46,2.21
9/11/1981,Kathmandu,27.7,85.3,0.47,83.88,14.18,83.93,19.43,16.1,23.3,16.5,6.8,19.44,1.69,3.38,0.18,3.2,1.73,2.83,0.23,2.6
9/12/1981,Kathmandu,27.7,85.3,0.14,83.91,14.14,85.58,19.08,15.93,23.25,15.64,7.61,19.27,1.68,3.56,0.25,3.31,1.68,2.97,0.37,2.6
9/13/1981,Kathmandu,27.7,85.3,1.71,83.98,14.65,88.02,19.21,16.59,22.89,15.84,7.05,19.46,2.08,4.6,0.3,4.29,2.23,4.19,0.43,3.76
9/14/1981,Kathmandu,27.7,85.3,4.24,84.09,13.9,85.98,18.77,16.02,22.59,15.71,6.89,18.95,1.96,3.85,0.27,3.58,2.02,3.32,0.35,2.97
9/15/1981,Kathmandu,27.7,85.3,2.25,84.14,13.87,88.44,18.29,15.88,22.23,15.16,7.07,18.68,1.73,3.7,0.51,3.19,1.81,3.12,0.71,2.4
9/16/1981,Kathmandu,27.7,85.3,0.38,84.16,13.8,86.4,18.59,15.63,22.38,15.42,6.96,18.7,1.66,3.56,0.61,2.96,1.81,3.04,0.91,2.13
9/17/1981,Kathmandu,27.7,85.3,0.27,84.11,14.26,89.4,18.55,16.3,21.86,16.08,5.78,18.67,2.1,4.75,0.12,4.64,2.2,4.51,0.13,4.38
9/18/1981,Kathmandu,27.7,85.3,0.07,84.1,13.14,85.09,18.04,15.0,22.34,14.35,7.99,18.19,1.82,3.72,0.23,3.49,1.83,3.13,0.24,2.89
9/19/1981,Kathmandu,27.7,85.3,0.71,83.96,12.24,79.79,17.93,13.64,22.55,13.95,8.59,17.42,1.85,3.89,0.36,3.53,1.93,3.46,0.47,2.99
9/20/1981,Kathmandu,27.7,85.3,2.76,84.04,13.08,87.52,17.51,14.94,20.95,14.82,6.13,17.76,1.7,3.49,0.44,3.05,1.82,2.96,0.62,2.34
9/21/1981,Kathmandu,27.7,85.3,0.46,84.01,13.5,86.75,18.15,15.43,21.67,15.31,6.36,18.34,1.68,3.67,0.17,3.51,1.65,3.0,0.23,2.78
9/22/1981,Kathmandu,27.7,85.3,0.0,83.9,14.55,86.75,19.32,16.25,23.63,15.49,8.14,19.43,1.78,4.11,0.33,3.78,1.75,3.55,0.39,3.16
9/23/1981,Kathmandu,27.7,85.3,0.0,83.77,15.24,88.37,19.74,17.06,23.15,17.42,5.73,19.38,1.59,3.49,0.58,2.91,1.62,2.93,0.79,2.14
9/24/1981,Kathmandu,27.7,85.3,0.0,83.79,15.18,82.14,20.86,16.95,24.32,18.07,6.25,20.1,1.58,3.09,0.53,2.55,1.61,2.51,0.67,1.84
9/25/1981,Kathmandu,27.7,85.3,0.03,83.93,15.39,82.15,21.11,17.34,25.44,17.03,8.41,20.96,2.3,3.97,0.96,3.02,2.6,3.59,0.93,2.66
9/26/1981,Kathmandu,27.7,85.3,0.29,84.13,15.35,89.96,19.63,17.52,23.01,16.74,6.27,19.82,1.79,4.16,0.33,3.83,2.12,3.81,0.4,3.41
9/27/1981,Kathmandu,27.7,85.3,3.47,84.01,13.73,84.15,18.9,15.75,23.18,16.32,6.86,18.98,2.02,4.32,0.7,3.62,2.56,4.21,1.5,2.71
9/28/1981,Kathmandu,27.7,85.3,3.36,83.77,14.46,92.45,18.17,16.4,20.3,16.27,4.03,17.95,1.82,3.03,1.31,1.71,2.53,3.25,2.06,1.18
9/29/1981,Kathmandu,27.7,85.3,14.15,83.72,13.49,92.55,17.06,15.21,19.56,15.74,3.82,16.76,2.55,3.52,1.37,2.14,3.92,4.62,2.29,2.33
9/30/1981,Kathmandu,27.7,85.3,0.31,83.81,13.41,85.73,18.2,15.26,22.67,14.96,7.71,18.43,1.87,3.69,0.72,2.97,2.15,3.26,1.24,2.02
10/1/1981,Kathmandu,27.7,85.3,0.0,83.69,12.43,81.72,17.74,13.44,22.5,14.49,8.01,17.18,1.89,3.84,0.68,3.16,2.1,3.39,1.18,2.22
10/2/1981,Kathmandu,27.7,85.3,0.0,83.73,11.72,78.87,17.37,12.41,21.98,14.11,7.87,16.58,1.81,3.41,0.67,2.74,1.97,3.23,0.93,2.3
10/3/1981,Kathmandu,27.7,85.3,0.0,83.79,11.56,77.39,17.48,12.6,22.27,14.1,8.16,16.65,1.67,3.66,0.53,3.13,1.77,3.4,0.73,2.67
10/4/1981,Kathmandu,27.7,85.3,0.51,83.82,10.77,71.36,17.65,11.42,22.57,14.14,8.43,16.17,1.69,3.44,0.56,2.88,1.73,3.05,0.72,2.33
10/5/1981,Kathmandu,27.7,85.3,0.51,83.83,9.82,68.69,16.8,10.11,21.8,13.51,8.29,15.19,1.76,3.62,0.53,3.09,1.86,3.18,0.76,2.42
10/6/1981,Kathmandu,27.7,85.3,0.1,83.75,9.7,68.66,16.6,9.96,21.57,13.35,8.22,14.83,1.81,4.12,0.33,3.79,1.89,3.71,0.4,3.31
10/7/1981,Kathmandu,27.7,85.3,0.0,83.78,10.18,73.04,16.4,10.98,21.42,12.82,8.6,15.07,1.75,3.77,0.49,3.29,1.77,3.11,0.56,2.55
10/8/1981,Kathmandu,27.7,85.3,0.0,83.98,10.14,73.06,16.36,10.97,21.24,12.92,8.32,15.01,1.7,3.72,0.37,3.35,1.71,3.03,0.45,2.59
10/9/1981,Kathmandu,27.7,85.3,0.0,84.1,10.05,71.98,16.49,10.74,21.55,12.77,8.78,15.28,1.75,3.61,0.41,3.2,1.84,3.11,0.3,2.82
10/10/1981,Kathmandu,27.7,85.3,0.0,83.95,10.52,76.83,16.14,11.54,20.61,13.2,7.41,15.53,1.91,4.26,0.46,3.81,2.06,3.75,0.67,3.08
10/11/1981,Kathmandu,27.7,85.3,0.0,84.0,10.42,75.03,16.37,11.42,21.21,13.04,8.18,15.35,1.65,3.69,0.37,3.32,1.71,3.35,0.56,2.78
10/12/1981,Kathmandu,27.7,85.3,0.0,84.27,10.45,74.74,16.53,11.23,21.48,12.55,8.93,15.55,1.56,3.53,0.45,3.08,1.61,3.09,0.65,2.44
10/13/1981,Kathmandu,27.7,85.3,0.0,84.39,10.56,74.54,16.75,11.31,21.68,13.24,8.44,15.96,1.76,3.45,0.41,3.03,1.94,3.14,0.43,2.72
10/14/1981,Kathmandu,27.7,85.3,0.0,84.24,9.95,70.5,16.67,10.34,21.83,13.04,8.8,15.47,1.78,3.41,0.66,2.75,1.95,2.93,0.98,1.94
10/15/1981,Kathmandu,27.7,85.3,0.0,84.16,10.21,71.51,16.84,10.73,22.09,13.19,8.9,15.34,1.77,3.68,0.61,3.07,1.87,3.1,0.9,2.2
10/16/1981,Kathmandu,27.7,85.3,0.0,84.06,9.54,69.79,16.15,9.87,21.39,12.75,8.64,14.57,2.0,4.01,0.97,3.04,2.19,3.54,1.29,2.25
